symbol,entry_time,entry_price,exit_time,exit_price,raw_return_pct,net_return_pct,resolved,bars_held,days_held,signal_volume_ratio,selected
BTCUSDT,2026-07-06 14:00:00+00:00,61768.2,2026-07-14 15:00:00+00:00,64856.61,5.0,4.8,True,193,8.04,5.798,True
BTCUSDT,2026-07-06 16:00:00+00:00,63545.98,2026-07-21 13:00:00+00:00,66723.27900000001,5.0,4.8,True,357,14.88,2.582,True
BTCUSDT,2026-07-07 15:00:00+00:00,63562.05,2026-07-21 13:00:00+00:00,66740.15250000001,5.0,4.8,True,334,13.92,2.937,True
BTCUSDT,2026-07-13 08:00:00+00:00,62985.53,2026-07-21 07:00:00+00:00,66134.8065,5.0,4.8,True,191,7.96,3.208,True
BTCUSDT,2026-07-16 09:00:00+00:00,64126.86,2026-08-19 15:00:00+00:00,67333.20300000001,5.0,4.8,True,822,34.25,5.043,True
BTCUSDT,2026-07-19 23:00:00+00:00,64674.66,2026-08-19 15:00:00+00:00,67908.39300000001,5.0,4.8,True,736,30.67,2.518,True
BTCUSDT,2026-07-24 15:00:00+00:00,64055.11,2026-08-19 15:00:00+00:00,67257.8655,5.0,4.8,True,624,26.0,2.617,True
BTCUSDT,2026-07-25 10:00:00+00:00,64000.0,2026-08-19 15:00:00+00:00,67200.0,5.0,4.8,True,605,25.21,2.825,True
BTCUSDT,2026-07-28 14:00:00+00:00,63104.0,2026-08-19 15:00:00+00:00,66259.2,5.0,4.8,True,529,22.04,3.024,True
BTCUSDT,2026-08-03 15:00:00+00:00,63967.19,2026-08-19 15:00:00+00:00,67165.54950000001,5.0,4.8,True,384,16.0,4.862,True
BTCUSDT,2026-08-28 17:00:00+00:00,77788.45,2026-09-03 19:00:00+00:00,81677.8725,5.0,4.8,True,146,6.08,3.986,True
BTCUSDT,2026-09-15 14:00:00+00:00,76618.77,2026-09-18 13:00:00+00:00,80449.70850000001,5.0,4.8,True,71,2.96,3.975,True
BTCUSDT,2026-09-15 19:00:00+00:00,76000.0,2026-09-18 13:00:00+00:00,79800.0,5.0,4.8,True,66,2.75,4.702,True
