symbol,entry_time,entry_price,exit_time,exit_price,raw_return_pct,net_return_pct,resolved,bars_held,days_held,signal_volume_ratio
AAVEUSDT,2024-12-26 11:00:00+00:00,339.31,2025-01-21 18:00:00+00:00,373.24100000000004,10.0,9.8,True,631,26.29,2.524
BNBUSDT,2024-12-26 14:00:00+00:00,692.41,2025-02-24 13:00:00+00:00,641.32,-7.379,-7.579,False,1439,59.96,2.906
ENJUSDT,2024-12-26 15:00:00+00:00,0.2221,2025-01-03 16:00:00+00:00,0.24431,10.0,9.8,True,193,8.04,2.87
OPUSDT,2024-12-26 22:00:00+00:00,1.773,2025-01-03 14:00:00+00:00,1.9503000000000001,10.0,9.8,True,184,7.67,2.975
TRXUSDT,2024-12-29 04:00:00+00:00,0.2594,2025-02-27 03:00:00+00:00,0.2275,-12.298,-12.498,False,1439,59.96,2.785
ATOMUSDT,2024-12-29 15:00:00+00:00,6.492,2025-01-03 14:00:00+00:00,7.1412,10.0,9.8,True,119,4.96,3.362
APTUSDT,2024-12-29 15:00:00+00:00,9.09,2025-01-04 04:00:00+00:00,9.999,10.0,9.8,True,133,5.54,2.639
ETCUSDT,2024-12-29 15:00:00+00:00,26.08,2025-01-04 12:00:00+00:00,28.688,10.0,9.8,True,141,5.88,3.666
OPUSDT,2024-12-29 15:00:00+00:00,1.845,2025-01-04 06:00:00+00:00,2.0295,10.0,9.8,True,135,5.62,2.867
UNIUSDT,2024-12-29 15:00:00+00:00,13.369,2025-01-03 14:00:00+00:00,14.705900000000002,10.0,9.8,True,119,4.96,2.574
ETHUSDT,2024-12-30 02:00:00+00:00,3421.01,2025-02-28 01:00:00+00:00,2193.56,-35.88,-36.08,False,1439,59.96,3.602
DOGEUSDT,2024-12-30 02:00:00+00:00,0.32169,2025-01-03 13:00:00+00:00,0.353859,10.0,9.8,True,107,4.46,2.763
ARBUSDT,2024-12-30 02:00:00+00:00,0.7614,2025-01-03 21:00:00+00:00,0.8375400000000001,10.0,9.8,True,115,4.79,2.54
CHZUSDT,2024-12-30 02:00:00+00:00,0.0863,2025-01-06 12:00:00+00:00,0.09493000000000001,10.0,9.8,True,178,7.42,2.854
UNIUSDT,2024-12-30 02:00:00+00:00,13.47,2025-01-03 15:00:00+00:00,14.817000000000002,10.0,9.8,True,109,4.54,3.278
ADAUSDT,2024-12-30 02:00:00+00:00,0.8876,2025-01-02 12:00:00+00:00,0.97636,10.0,9.8,True,82,3.42,2.93
APTUSDT,2024-12-30 02:00:00+00:00,9.16,2025-01-04 04:00:00+00:00,10.076,10.0,9.8,True,122,5.08,2.721
AVAXUSDT,2024-12-30 02:00:00+00:00,36.75,2025-01-02 10:00:00+00:00,40.425000000000004,10.0,9.8,True,80,3.33,4.199
OPUSDT,2024-12-30 02:00:00+00:00,1.872,2025-01-04 09:00:00+00:00,2.0592,10.0,9.8,True,127,5.29,4.434
SUIUSDT,2024-12-30 18:00:00+00:00,4.1963,2025-01-03 15:00:00+00:00,4.6159300000000005,10.0,9.8,True,93,3.88,3.53
ARBUSDT,2024-12-30 18:00:00+00:00,0.7446,2025-01-03 15:00:00+00:00,0.8190600000000001,10.0,9.8,True,93,3.88,2.716
XLMUSDT,2024-12-30 18:00:00+00:00,0.3351,2025-01-01 12:00:00+00:00,0.36861000000000005,10.0,9.8,True,42,1.75,3.344
ENJUSDT,2024-12-30 19:00:00+00:00,0.2246,2025-01-04 00:00:00+00:00,0.24706,10.0,9.8,True,101,4.21,2.865
AXSUSDT,2025-01-01 12:00:00+00:00,6.164,2025-01-03 02:00:00+00:00,6.7804,10.0,9.8,True,38,1.58,3.031
OPUSDT,2025-01-03 08:00:00+00:00,1.839,2025-01-03 21:00:00+00:00,2.0229,10.0,9.8,True,13,0.54,2.853
BNBUSDT,2025-01-03 11:00:00+00:00,701.01,2025-03-04 10:00:00+00:00,568.94,-18.84,-19.04,False,1439,59.96,2.9
AAVEUSDT,2025-01-03 13:00:00+00:00,330.32,2025-01-20 08:00:00+00:00,363.35200000000003,10.0,9.8,True,403,16.79,3.224
AAVEUSDT,2025-01-04 13:00:00+00:00,349.7,2025-03-05 12:00:00+00:00,217.13,-37.91,-38.11,False,1439,59.96,2.661
UNIUSDT,2025-01-05 15:00:00+00:00,15.063,2025-03-06 14:00:00+00:00,7.214,-52.108,-52.308,False,1439,59.96,2.811
ETCUSDT,2025-01-05 15:00:00+00:00,27.72,2025-03-06 14:00:00+00:00,20.17,-27.237,-27.437,False,1439,59.96,2.972
BTCUSDT,2025-01-05 15:00:00+00:00,97855.06,2025-01-20 06:00:00+00:00,107640.566,10.0,9.8,True,351,14.62,2.769
ETHUSDT,2025-01-05 15:00:00+00:00,3623.12,2025-03-06 14:00:00+00:00,2225.0,-38.589,-38.789,False,1439,59.96,2.608
BCHUSDT,2025-01-05 15:00:00+00:00,467.6,2025-03-06 14:00:00+00:00,388.5,-16.916,-17.116,False,1439,59.96,3.446
UNIUSDT,2025-01-05 17:00:00+00:00,15.144,2025-03-06 16:00:00+00:00,7.183,-52.569,-52.769,False,1439,59.96,2.658
BCHUSDT,2025-01-05 21:00:00+00:00,470.4,2025-03-06 20:00:00+00:00,393.4,-16.369,-16.569,False,1439,59.96,2.548
TRXUSDT,2025-01-06 01:00:00+00:00,0.2605,2025-03-07 00:00:00+00:00,0.2365,-9.213,-9.413,False,1439,59.96,2.505
TRXUSDT,2025-01-06 03:00:00+00:00,0.2634,2025-03-07 02:00:00+00:00,0.2377,-9.757,-9.957,False,1439,59.96,2.781
LTCUSDT,2025-01-06 17:00:00+00:00,116.01,2025-01-16 16:00:00+00:00,127.61100000000002,10.0,9.8,True,239,9.96,3.473
AXSUSDT,2025-01-07 17:00:00+00:00,6.644,2025-03-08 16:00:00+00:00,3.426,-48.435,-48.635,False,1439,59.96,3.74
AXSUSDT,2025-01-08 00:00:00+00:00,6.46,2025-03-08 23:00:00+00:00,3.414,-47.152,-47.352,False,1439,59.96,3.656
SANDUSDT,2025-01-08 01:00:00+00:00,0.6246,2025-01-18 00:00:00+00:00,0.6870600000000001,10.0,9.8,True,239,9.96,2.814
AXSUSDT,2025-01-08 07:00:00+00:00,6.132,2025-01-17 06:00:00+00:00,6.7452000000000005,10.0,9.8,True,215,8.96,3.206
CHZUSDT,2025-01-08 16:00:00+00:00,0.0842,2025-03-09 15:00:00+00:00,0.04492,-46.651,-46.851,False,1439,59.96,3.899
BTCUSDT,2025-01-08 16:00:00+00:00,95493.77,2025-01-17 17:00:00+00:00,105043.14700000001,10.0,9.8,True,217,9.04,2.663
AXSUSDT,2025-01-08 16:00:00+00:00,6.184,2025-01-18 00:00:00+00:00,6.8024000000000004,10.0,9.8,True,224,9.33,2.53
FILUSDT,2025-01-08 18:00:00+00:00,5.034,2025-01-15 15:00:00+00:00,5.5374,10.0,9.8,True,165,6.88,5.88
LINKUSDT,2025-01-08 18:00:00+00:00,20.25,2025-01-16 11:00:00+00:00,22.275000000000002,10.0,9.8,True,185,7.71,5.056
SANDUSDT,2025-01-08 18:00:00+00:00,0.5757,2025-01-16 12:00:00+00:00,0.63327,10.0,9.8,True,186,7.75,3.896
AVAXUSDT,2025-01-08 18:00:00+00:00,37.4,2025-01-17 07:00:00+00:00,41.14,10.0,9.8,True,205,8.54,4.35
SUIUSDT,2025-01-08 18:00:00+00:00,4.5972,2025-01-10 06:00:00+00:00,5.056920000000001,10.0,9.8,True,36,1.5,3.233
NEARUSDT,2025-01-08 18:00:00+00:00,5.044,2025-01-17 09:00:00+00:00,5.5484,10.0,9.8,True,207,8.62,5.905
UNIUSDT,2025-01-08 18:00:00+00:00,12.863,2025-01-15 14:00:00+00:00,14.1493,10.0,9.8,True,164,6.83,4.019
XLMUSDT,2025-01-08 18:00:00+00:00,0.4024,2025-01-11 20:00:00+00:00,0.44264000000000003,10.0,9.8,True,74,3.08,3.883
OPUSDT,2025-01-08 18:00:00+00:00,1.766,2025-01-17 10:00:00+00:00,1.9426,10.0,9.8,True,208,8.67,6.247
MANAUSDT,2025-01-08 18:00:00+00:00,0.481,2025-01-15 20:00:00+00:00,0.5291,10.0,9.8,True,170,7.08,4.693
AAVEUSDT,2025-01-08 18:00:00+00:00,285.05,2025-01-15 14:00:00+00:00,313.55500000000006,10.0,9.8,True,164,6.83,4.737
AAVEUSDT,2025-01-08 20:00:00+00:00,292.53,2025-01-15 19:00:00+00:00,321.783,10.0,9.8,True,167,6.96,2.857
TRXUSDT,2025-01-09 15:00:00+00:00,0.2418,2025-01-18 02:00:00+00:00,0.26598,10.0,9.8,True,203,8.46,2.65
ETHUSDT,2025-01-09 15:00:00+00:00,3251.3,2025-03-10 14:00:00+00:00,2018.96,-37.903,-38.103,False,1439,59.96,2.503
ENJUSDT,2025-01-09 15:00:00+00:00,0.2017,2025-03-10 14:00:00+00:00,0.0894,-55.677,-55.877,False,1439,59.96,3.381
DOGEUSDT,2025-01-09 15:00:00+00:00,0.3222,2025-01-14 09:00:00+00:00,0.35442,10.0,9.8,True,114,4.75,3.282
SHIBUSDT,2025-01-09 16:00:00+00:00,2.174e-05,2025-01-17 08:00:00+00:00,2.3914000000000002e-05,10.0,9.8,True,184,7.67,3.233
SUIUSDT,2025-01-09 16:00:00+00:00,4.767,2025-01-10 18:00:00+00:00,5.2437000000000005,10.0,9.8,True,26,1.08,3.043
NEARUSDT,2025-01-09 16:00:00+00:00,5.096,2025-01-17 12:00:00+00:00,5.605600000000001,10.0,9.8,True,188,7.83,2.796
ENJUSDT,2025-01-09 17:00:00+00:00,0.2075,2025-03-10 16:00:00+00:00,0.0888,-57.205,-57.405,False,1439,59.96,3.032
SOLUSDT,2025-01-09 21:00:00+00:00,185.14,2025-01-15 20:00:00+00:00,203.654,10.0,9.8,True,143,5.96,2.716
ETHUSDT,2025-01-09 21:00:00+00:00,3195.55,2025-01-17 20:00:00+00:00,3515.1050000000005,10.0,9.8,True,191,7.96,2.729
XLMUSDT,2025-01-11 12:00:00+00:00,0.4254,2025-01-15 02:00:00+00:00,0.46794,10.0,9.8,True,86,3.58,2.548
APTUSDT,2025-01-11 16:00:00+00:00,9.02,2025-03-12 15:00:00+00:00,5.108,-43.37,-43.57,False,1439,59.96,3.847
MANAUSDT,2025-01-11 21:00:00+00:00,0.5042,2025-01-17 04:00:00+00:00,0.55462,10.0,9.8,True,127,5.29,2.677
ATOMUSDT,2025-01-12 13:00:00+00:00,6.498,2025-01-17 22:00:00+00:00,7.147800000000001,10.0,9.8,True,129,5.38,4.528
ARBUSDT,2025-01-12 16:00:00+00:00,0.7475,2025-01-17 20:00:00+00:00,0.8222500000000001,10.0,9.8,True,124,5.17,3.461
FILUSDT,2025-01-12 23:00:00+00:00,5.052,2025-01-15 16:00:00+00:00,5.5572,10.0,9.8,True,65,2.71,2.545
FILUSDT,2025-01-13 01:00:00+00:00,5.184,2025-01-16 16:00:00+00:00,5.702400000000001,10.0,9.8,True,87,3.62,3.384
SHIBUSDT,2025-01-13 01:00:00+00:00,2.202e-05,2025-01-17 08:00:00+00:00,2.4222e-05,10.0,9.8,True,103,4.29,5.803
DOTUSDT,2025-01-13 01:00:00+00:00,6.739,2025-01-17 02:00:00+00:00,7.4129000000000005,10.0,9.8,True,97,4.04,4.069
MANAUSDT,2025-01-13 01:00:00+00:00,0.4906,2025-01-17 02:00:00+00:00,0.53966,10.0,9.8,True,97,4.04,2.87
SUIUSDT,2025-01-13 01:00:00+00:00,4.7818,2025-03-14 00:00:00+00:00,2.1892,-54.218,-54.418,False,1439,59.96,2.755
SANDUSDT,2025-01-13 01:00:00+00:00,0.5907,2025-01-17 04:00:00+00:00,0.6497700000000001,10.0,9.8,True,99,4.12,3.968
NEARUSDT,2025-01-13 01:00:00+00:00,5.04,2025-01-17 09:00:00+00:00,5.5440000000000005,10.0,9.8,True,104,4.33,2.871
CHZUSDT,2025-01-13 01:00:00+00:00,0.0829,2025-03-14 00:00:00+00:00,0.04308,-48.034,-48.234,False,1439,59.96,3.198
XLMUSDT,2025-01-13 01:00:00+00:00,0.4348,2025-01-15 07:00:00+00:00,0.47828000000000004,10.0,9.8,True,54,2.25,3.842
TRXUSDT,2025-01-13 01:00:00+00:00,0.2359,2025-01-18 02:00:00+00:00,0.25949,10.0,9.8,True,121,5.04,4.109
FILUSDT,2025-01-13 09:00:00+00:00,4.88,2025-01-15 14:00:00+00:00,5.368,10.0,9.8,True,53,2.21,3.119
MANAUSDT,2025-01-13 10:00:00+00:00,0.4607,2025-01-15 07:00:00+00:00,0.50677,10.0,9.8,True,45,1.88,2.658
AAVEUSDT,2025-01-13 10:00:00+00:00,267.77,2025-01-13 22:00:00+00:00,294.547,10.0,9.8,True,12,0.5,2.738
SOLUSDT,2025-01-13 10:00:00+00:00,179.98,2025-01-15 15:00:00+00:00,197.978,10.0,9.8,True,53,2.21,2.879
BTCUSDT,2025-01-13 13:00:00+00:00,90732.0,2025-01-15 19:00:00+00:00,99805.20000000001,10.0,9.8,True,54,2.25,3.925
UNIUSDT,2025-01-13 13:00:00+00:00,12.374,2025-01-15 13:00:00+00:00,13.611400000000001,10.0,9.8,True,48,2.0,3.215
MANAUSDT,2025-01-13 13:00:00+00:00,0.449,2025-01-14 18:00:00+00:00,0.49390000000000006,10.0,9.8,True,29,1.21,4.255
SOLUSDT,2025-01-13 13:00:00+00:00,175.21,2025-01-15 13:00:00+00:00,192.73100000000002,10.0,9.8,True,48,2.0,3.366
XRPUSDT,2025-01-13 13:00:00+00:00,2.3776,2025-01-14 16:00:00+00:00,2.6153600000000004,10.0,9.8,True,27,1.12,2.883
BNBUSDT,2025-01-13 13:00:00+00:00,664.71,2025-02-13 13:00:00+00:00,731.1810000000002,10.0,9.8,True,744,31.0,2.825
AAVEUSDT,2025-01-13 13:00:00+00:00,262.3,2025-01-13 21:00:00+00:00,288.53000000000003,10.0,9.8,True,8,0.33,4.149
ADAUSDT,2025-01-13 13:00:00+00:00,0.8988,2025-01-14 09:00:00+00:00,0.9886800000000001,10.0,9.8,True,20,0.83,2.789
NEARUSDT,2025-01-13 13:00:00+00:00,4.492,2025-01-14 09:00:00+00:00,4.9412,10.0,9.8,True,20,0.83,2.797
XRPUSDT,2025-01-13 15:00:00+00:00,2.4312,2025-01-14 17:00:00+00:00,2.6743200000000003,10.0,9.8,True,26,1.08,3.289
AVAXUSDT,2025-01-13 15:00:00+00:00,34.16,2025-01-15 13:00:00+00:00,37.576,10.0,9.8,True,46,1.92,5.47
SANDUSDT,2025-01-13 15:00:00+00:00,0.5335,2025-01-15 13:00:00+00:00,0.58685,10.0,9.8,True,46,1.92,3.132
BCHUSDT,2025-01-13 15:00:00+00:00,414.7,2025-01-15 22:00:00+00:00,456.17,10.0,9.8,True,55,2.29,3.345
DOTUSDT,2025-01-13 15:00:00+00:00,6.247,2025-01-15 13:00:00+00:00,6.871700000000001,10.0,9.8,True,46,1.92,4.879
SUIUSDT,2025-01-13 15:00:00+00:00,4.4699,2025-01-16 17:00:00+00:00,4.91689,10.0,9.8,True,74,3.08,3.586
LTCUSDT,2025-01-13 15:00:00+00:00,95.96,2025-01-15 15:00:00+00:00,105.556,10.0,9.8,True,48,2.0,3.649
ETCUSDT,2025-01-13 15:00:00+00:00,23.76,2025-01-15 14:00:00+00:00,26.136000000000003,10.0,9.8,True,47,1.96,4.36
AAVEUSDT,2025-01-13 15:00:00+00:00,270.98,2025-01-14 09:00:00+00:00,298.07800000000003,10.0,9.8,True,18,0.75,4.781
BNBUSDT,2025-01-13 15:00:00+00:00,672.02,2025-03-14 14:00:00+00:00,584.0,-13.098,-13.298,False,1439,59.96,4.275
MANAUSDT,2025-01-13 15:00:00+00:00,0.4595,2025-01-15 07:00:00+00:00,0.5054500000000001,10.0,9.8,True,40,1.67,3.435
FILUSDT,2025-01-13 15:00:00+00:00,4.812,2025-01-15 08:00:00+00:00,5.293200000000001,10.0,9.8,True,41,1.71,4.927
LINKUSDT,2025-01-13 15:00:00+00:00,18.65,2025-01-15 01:00:00+00:00,20.515,10.0,9.8,True,34,1.42,4.897
OPUSDT,2025-01-13 15:00:00+00:00,1.649,2025-01-15 13:00:00+00:00,1.8139,10.0,9.8,True,46,1.92,5.005
UNIUSDT,2025-01-13 15:00:00+00:00,12.515,2025-01-15 14:00:00+00:00,13.766500000000002,10.0,9.8,True,47,1.96,4.602
TRXUSDT,2025-01-13 15:00:00+00:00,0.2212,2025-01-17 05:00:00+00:00,0.24332000000000004,10.0,9.8,True,86,3.58,3.448
NEARUSDT,2025-01-13 15:00:00+00:00,4.6,2025-01-15 00:00:00+00:00,5.06,10.0,9.8,True,33,1.38,3.23
APTUSDT,2025-01-15 14:00:00+00:00,9.22,2025-03-16 13:00:00+00:00,5.145,-44.197,-44.397,False,1439,59.96,5.56
AXSUSDT,2025-01-15 14:00:00+00:00,6.366,2025-03-16 13:00:00+00:00,3.173,-50.157,-50.357,False,1439,59.96,4.142
ENJUSDT,2025-01-15 14:00:00+00:00,0.2036,2025-03-16 13:00:00+00:00,0.0876,-56.974,-57.174,False,1439,59.96,6.193
AAVEUSDT,2025-01-15 14:00:00+00:00,306.04,2025-01-18 00:00:00+00:00,336.64400000000006,10.0,9.8,True,58,2.42,6.991
NEARUSDT,2025-01-15 14:00:00+00:00,5.151,2025-01-17 20:00:00+00:00,5.6661,10.0,9.8,True,54,2.25,9.593
UNIUSDT,2025-01-15 14:00:00+00:00,13.705,2025-01-17 20:00:00+00:00,15.075500000000002,10.0,9.8,True,54,2.25,7.93
ETCUSDT,2025-01-15 14:00:00+00:00,25.86,2025-01-17 20:00:00+00:00,28.446,10.0,9.8,True,54,2.25,7.785
SHIBUSDT,2025-01-15 14:00:00+00:00,2.194e-05,2025-01-17 08:00:00+00:00,2.4134000000000003e-05,10.0,9.8,True,42,1.75,6.489
SUIUSDT,2025-01-15 14:00:00+00:00,4.7862,2025-03-16 13:00:00+00:00,2.217,-53.679,-53.879,False,1439,59.96,6.024
ARBUSDT,2025-01-15 14:00:00+00:00,0.7585,2025-01-18 01:00:00+00:00,0.83435,10.0,9.8,True,59,2.46,9.615
SANDUSDT,2025-01-15 14:00:00+00:00,0.588,2025-01-17 04:00:00+00:00,0.6468,10.0,9.8,True,38,1.58,6.187
BNBUSDT,2025-01-15 14:00:00+00:00,699.82,2025-03-16 13:00:00+00:00,596.55,-14.757,-14.957,False,1439,59.96,4.398
OPUSDT,2025-01-15 14:00:00+00:00,1.823,2025-03-16 13:00:00+00:00,0.826,-54.69,-54.89,False,1439,59.96,11.441
ARBUSDT,2025-01-16 14:00:00+00:00,0.7693,2025-03-17 13:00:00+00:00,0.367,-52.294,-52.494,False,1439,59.96,2.83
ETHUSDT,2025-01-16 15:00:00+00:00,3277.14,2025-03-17 14:00:00+00:00,1899.84,-42.027,-42.227,False,1439,59.96,2.839
AXSUSDT,2025-01-18 09:00:00+00:00,6.287,2025-03-19 08:00:00+00:00,3.394,-46.016,-46.216,False,1439,59.96,3.111
FILUSDT,2025-01-18 09:00:00+00:00,5.488,2025-03-19 08:00:00+00:00,2.931,-46.593,-46.793,False,1439,59.96,3.368
BCHUSDT,2025-01-19 10:00:00+00:00,451.3,2025-03-20 09:00:00+00:00,345.5,-23.443,-23.643,False,1439,59.96,5.99
LTCUSDT,2025-01-19 10:00:00+00:00,118.5,2025-01-30 06:00:00+00:00,130.35000000000002,10.0,9.8,True,260,10.83,2.897
CHZUSDT,2025-01-19 13:00:00+00:00,0.0797,2025-03-20 12:00:00+00:00,0.04579,-42.547,-42.747,False,1439,59.96,2.723
FILUSDT,2025-01-19 15:00:00+00:00,5.41,2025-03-20 14:00:00+00:00,3.07,-43.253,-43.453,False,1439,59.96,2.512
DOTUSDT,2025-01-19 15:00:00+00:00,6.858,2025-03-20 14:00:00+00:00,4.447,-35.156,-35.356,False,1439,59.96,2.608
TRXUSDT,2025-01-19 15:00:00+00:00,0.2416,2025-03-20 14:00:00+00:00,0.232,-3.974,-4.174,False,1439,59.96,3.434
NEARUSDT,2025-01-19 15:00:00+00:00,5.448,2025-03-20 14:00:00+00:00,2.759,-49.358,-49.558,False,1439,59.96,3.45
ARBUSDT,2025-01-19 15:00:00+00:00,0.7724,2025-03-20 14:00:00+00:00,0.3772,-51.165,-51.365,False,1439,59.96,6.424
ATOMUSDT,2025-01-19 15:00:00+00:00,6.476,2025-03-20 14:00:00+00:00,4.764,-26.436,-26.636,False,1439,59.96,2.676
AVAXUSDT,2025-01-19 15:00:00+00:00,38.61,2025-03-20 14:00:00+00:00,19.18,-50.324,-50.524,False,1439,59.96,3.39
AAVEUSDT,2025-01-19 15:00:00+00:00,331.2,2025-01-20 08:00:00+00:00,364.32,10.0,9.8,True,17,0.71,6.673
BNBUSDT,2025-01-19 15:00:00+00:00,698.55,2025-03-20 14:00:00+00:00,627.83,-10.124,-10.324,False,1439,59.96,2.568
ETCUSDT,2025-01-19 15:00:00+00:00,27.34,2025-03-20 14:00:00+00:00,18.01,-34.126,-34.326,False,1439,59.96,5.715
LTCUSDT,2025-01-19 15:00:00+00:00,122.82,2025-01-31 10:00:00+00:00,135.102,10.0,9.8,True,283,11.79,3.25
ETHUSDT,2025-01-19 15:00:00+00:00,3381.15,2025-03-20 14:00:00+00:00,2003.78,-40.737,-40.937,False,1439,59.96,6.091
SHIBUSDT,2025-01-19 15:00:00+00:00,2.17e-05,2025-03-20 14:00:00+00:00,1.293e-05,-40.415,-40.615,False,1439,59.96,2.659
APTUSDT,2025-01-19 15:00:00+00:00,9.4,2025-03-20 14:00:00+00:00,5.529,-41.181,-41.381,False,1439,59.96,2.874
UNIUSDT,2025-01-19 15:00:00+00:00,14.294,2025-03-20 14:00:00+00:00,6.823,-52.267,-52.467,False,1439,59.96,4.788
XLMUSDT,2025-01-19 23:00:00+00:00,0.4419,2025-03-20 22:00:00+00:00,0.2801,-36.615,-36.815,False,1439,59.96,2.682
DOTUSDT,2025-01-20 08:00:00+00:00,6.773,2025-03-21 07:00:00+00:00,4.509,-33.427,-33.627,False,1439,59.96,3.16
NEARUSDT,2025-01-20 08:00:00+00:00,5.472,2025-03-21 07:00:00+00:00,2.745,-49.836,-50.036,False,1439,59.96,3.582
UNIUSDT,2025-01-20 08:00:00+00:00,14.21,2025-03-21 07:00:00+00:00,6.876,-51.612,-51.812,False,1439,59.96,3.893
AXSUSDT,2025-01-20 08:00:00+00:00,6.183,2025-03-21 07:00:00+00:00,3.406,-44.913,-45.113,False,1439,59.96,3.879
BCHUSDT,2025-01-20 08:00:00+00:00,462.7,2025-03-21 07:00:00+00:00,332.6,-28.118,-28.318,False,1439,59.96,5.156
AVAXUSDT,2025-01-20 08:00:00+00:00,38.65,2025-03-21 07:00:00+00:00,18.76,-51.462,-51.662,False,1439,59.96,3.029
SANDUSDT,2025-01-20 08:00:00+00:00,0.6017,2025-03-21 07:00:00+00:00,0.2858,-52.501,-52.701,False,1439,59.96,2.848
MANAUSDT,2025-01-20 08:00:00+00:00,0.504,2025-03-21 07:00:00+00:00,0.2665,-47.123,-47.323,False,1439,59.96,2.521
LTCUSDT,2025-01-20 08:00:00+00:00,121.25,2025-01-30 13:00:00+00:00,133.375,10.0,9.8,True,245,10.21,2.538
ATOMUSDT,2025-01-21 10:00:00+00:00,5.944,2025-03-22 09:00:00+00:00,4.805,-19.162,-19.362,False,1439,59.96,2.542
SHIBUSDT,2025-01-21 12:00:00+00:00,2.086e-05,2025-03-22 11:00:00+00:00,1.27e-05,-39.118,-39.318,False,1439,59.96,4.16
DOGEUSDT,2025-01-21 12:00:00+00:00,0.38474,2025-03-22 11:00:00+00:00,0.16879,-56.129,-56.329,False,1439,59.96,11.19
ATOMUSDT,2025-01-22 11:00:00+00:00,6.285,2025-03-23 10:00:00+00:00,4.825,-23.23,-23.43,False,1439,59.96,3.059
BCHUSDT,2025-01-23 03:00:00+00:00,431.0,2025-03-24 02:00:00+00:00,323.7,-24.896,-25.096,False,1439,59.96,3.174
AXSUSDT,2025-01-23 14:00:00+00:00,5.769,2025-03-24 13:00:00+00:00,3.501,-39.314,-39.514,False,1439,59.96,18.814
MANAUSDT,2025-01-23 14:00:00+00:00,0.4725,2025-03-24 13:00:00+00:00,0.2807,-40.593,-40.793,False,1439,59.96,3.876
BCHUSDT,2025-01-23 15:00:00+00:00,438.6,2025-03-24 14:00:00+00:00,329.9,-24.783,-24.983,False,1439,59.96,2.958
ADAUSDT,2025-01-23 15:00:00+00:00,0.9938,2025-03-02 16:00:00+00:00,1.09318,10.0,9.8,True,913,38.04,2.958
SANDUSDT,2025-01-23 15:00:00+00:00,0.56,2025-03-24 14:00:00+00:00,0.3002,-46.393,-46.593,False,1439,59.96,3.595
SUIUSDT,2025-01-23 15:00:00+00:00,4.4282,2025-03-24 14:00:00+00:00,2.4041,-45.709,-45.909,False,1439,59.96,3.106
UNIUSDT,2025-01-23 15:00:00+00:00,12.842,2025-03-24 14:00:00+00:00,6.983,-45.624,-45.824,False,1439,59.96,4.285
SHIBUSDT,2025-01-23 15:00:00+00:00,2.026e-05,2025-03-24 14:00:00+00:00,1.336e-05,-34.057,-34.257,False,1439,59.96,3.163
DOTUSDT,2025-01-23 15:00:00+00:00,6.435,2025-03-24 14:00:00+00:00,4.707,-26.853,-27.053,False,1439,59.96,2.906
BTCUSDT,2025-01-23 15:00:00+00:00,105213.6,2025-03-24 14:00:00+00:00,87961.9,-16.397,-16.597,False,1439,59.96,6.22
AAVEUSDT,2025-01-23 15:00:00+00:00,342.49,2025-03-24 14:00:00+00:00,191.48,-44.092,-44.292,False,1439,59.96,3.383
ENJUSDT,2025-01-23 15:00:00+00:00,0.168,2025-03-24 14:00:00+00:00,0.0965,-42.56,-42.76,False,1439,59.96,2.876
LINKUSDT,2025-01-23 15:00:00+00:00,25.67,2025-03-24 14:00:00+00:00,15.08,-41.254,-41.454,False,1439,59.96,4.883
AVAXUSDT,2025-01-23 15:00:00+00:00,35.94,2025-03-24 14:00:00+00:00,21.62,-39.844,-40.044,False,1439,59.96,2.796
LTCUSDT,2025-01-23 15:00:00+00:00,115.63,2025-01-25 13:00:00+00:00,127.19300000000001,10.0,9.8,True,46,1.92,2.557
NEARUSDT,2025-01-23 15:00:00+00:00,5.074,2025-03-24 14:00:00+00:00,2.969,-41.486,-41.686,False,1439,59.96,2.575
TRXUSDT,2025-01-23 16:00:00+00:00,0.2504,2025-03-24 15:00:00+00:00,0.2297,-8.267,-8.467,False,1439,59.96,2.641
APTUSDT,2025-01-23 16:00:00+00:00,8.45,2025-03-24 15:00:00+00:00,5.856,-30.698,-30.898,False,1439,59.96,3.533
XLMUSDT,2025-01-23 16:00:00+00:00,0.4283,2025-03-24 15:00:00+00:00,0.291,-32.057,-32.257,False,1439,59.96,2.901
SOLUSDT,2025-01-23 16:00:00+00:00,249.4,2025-03-24 15:00:00+00:00,143.25,-42.562,-42.762,False,1439,59.96,2.516
BNBUSDT,2025-01-23 16:00:00+00:00,688.3,2025-03-24 15:00:00+00:00,631.04,-8.319,-8.519,False,1439,59.96,4.634
AXSUSDT,2025-01-23 17:00:00+00:00,5.907,2025-03-24 16:00:00+00:00,3.49,-40.918,-41.118,False,1439,59.96,6.765
CHZUSDT,2025-01-23 17:00:00+00:00,0.0757,2025-03-24 16:00:00+00:00,0.04747,-37.292,-37.492,False,1439,59.96,2.669
DOTUSDT,2025-01-25 02:00:00+00:00,6.311,2025-03-26 01:00:00+00:00,4.679,-25.86,-26.06,False,1439,59.96,2.73
BCHUSDT,2025-01-25 03:00:00+00:00,441.6,2025-03-26 02:00:00+00:00,333.5,-24.479,-24.679,False,1439,59.96,2.584
ATOMUSDT,2025-01-25 09:00:00+00:00,6.258,2025-03-26 08:00:00+00:00,4.876,-22.084,-22.284,False,1439,59.96,3.386
