symbol,entry_time,entry_price,exit_time,exit_price,raw_return_pct,net_return_pct,resolved,bars_held,days_held,signal_volume_ratio
AXSUSDT,2023-09-26 22:00:00+00:00,4.47,2023-10-26 07:00:00+00:00,4.917,10.0,9.8,True,705,29.38,2.998
ETHUSDT,2023-09-28 03:00:00+00:00,1606.39,2023-10-23 22:00:00+00:00,1767.0290000000002,10.0,9.8,True,619,25.79,2.552
AAVEUSDT,2023-09-28 06:00:00+00:00,61.6,2023-09-29 07:00:00+00:00,67.76,10.0,9.8,True,25,1.04,3.123
MANAUSDT,2023-09-28 06:00:00+00:00,0.2956,2023-10-01 22:00:00+00:00,0.32516,10.0,9.8,True,88,3.67,4.938
BCHUSDT,2023-09-29 20:00:00+00:00,236.8,2023-10-23 22:00:00+00:00,260.48,10.0,9.8,True,578,24.08,2.656
AVAXUSDT,2023-09-29 20:00:00+00:00,9.08,2023-10-04 16:00:00+00:00,9.988000000000001,10.0,9.8,True,116,4.83,3.686
BCHUSDT,2023-10-01 23:00:00+00:00,245.0,2023-10-24 02:00:00+00:00,269.5,10.0,9.8,True,531,22.12,5.458
LINKUSDT,2023-10-01 23:00:00+00:00,8.085,2023-10-21 14:00:00+00:00,8.893500000000001,10.0,9.8,True,471,19.62,3.454
SANDUSDT,2023-10-02 14:00:00+00:00,0.3178,2023-10-29 14:00:00+00:00,0.34958000000000006,10.0,9.8,True,648,27.0,2.953
CHZUSDT,2023-10-02 15:00:00+00:00,0.0626,2023-10-24 03:00:00+00:00,0.06886,10.0,9.8,True,516,21.5,2.778
ATOMUSDT,2023-10-02 19:00:00+00:00,7.188,2023-10-30 20:00:00+00:00,7.9068000000000005,10.0,9.8,True,673,28.04,2.624
LTCUSDT,2023-10-02 19:00:00+00:00,65.59,2023-10-24 02:00:00+00:00,72.14900000000002,10.0,9.8,True,511,21.29,2.667
CHZUSDT,2023-10-02 19:00:00+00:00,0.061,2023-10-24 01:00:00+00:00,0.0671,10.0,9.8,True,510,21.25,3.822
FILUSDT,2023-10-02 19:00:00+00:00,3.331,2023-10-23 19:00:00+00:00,3.6641000000000004,10.0,9.8,True,504,21.0,3.301
MANAUSDT,2023-10-02 19:00:00+00:00,0.3101,2023-10-24 00:00:00+00:00,0.34111,10.0,9.8,True,509,21.21,3.315
ETCUSDT,2023-10-02 19:00:00+00:00,16.1,2023-10-31 12:00:00+00:00,17.710000000000004,10.0,9.8,True,689,28.71,2.619
AAVEUSDT,2023-10-02 19:00:00+00:00,68.94,2023-10-22 05:00:00+00:00,75.834,10.0,9.8,True,466,19.42,2.739
AVAXUSDT,2023-10-02 20:00:00+00:00,9.39,2023-10-05 09:00:00+00:00,10.329,10.0,9.8,True,61,2.54,2.784
ETCUSDT,2023-10-03 01:00:00+00:00,16.44,2023-11-05 11:00:00+00:00,18.084000000000003,10.0,9.8,True,802,33.42,5.452
SUIUSDT,2023-10-03 11:00:00+00:00,0.4549,2023-11-04 21:00:00+00:00,0.5003900000000001,10.0,9.8,True,778,32.42,2.606
SUIUSDT,2023-10-04 00:00:00+00:00,0.4444,2023-11-04 18:00:00+00:00,0.48884000000000005,10.0,9.8,True,762,31.75,3.01
FILUSDT,2023-10-04 00:00:00+00:00,3.309,2023-10-23 19:00:00+00:00,3.6399000000000004,10.0,9.8,True,475,19.79,2.745
OPUSDT,2023-10-04 01:00:00+00:00,1.275,2023-10-24 02:00:00+00:00,1.4025,10.0,9.8,True,481,20.04,6.79
SANDUSDT,2023-10-04 05:00:00+00:00,0.2942,2023-10-23 23:00:00+00:00,0.32362,10.0,9.8,True,474,19.75,10.045
DOTUSDT,2023-10-04 05:00:00+00:00,4.014,2023-10-24 02:00:00+00:00,4.415400000000001,10.0,9.8,True,477,19.88,2.523
SANDUSDT,2023-10-04 07:00:00+00:00,0.2952,2023-10-24 00:00:00+00:00,0.32472000000000006,10.0,9.8,True,473,19.71,12.64
OPUSDT,2023-10-05 14:00:00+00:00,1.312,2023-10-26 03:00:00+00:00,1.4432000000000003,10.0,9.8,True,493,20.54,3.489
ETHUSDT,2023-10-05 14:00:00+00:00,1642.68,2023-10-24 02:00:00+00:00,1806.9480000000003,10.0,9.8,True,444,18.5,3.138
BNBUSDT,2023-10-05 14:00:00+00:00,212.7,2023-10-24 02:00:00+00:00,233.97,10.0,9.8,True,444,18.5,2.568
XRPUSDT,2023-10-05 16:00:00+00:00,0.5189,2023-10-24 12:00:00+00:00,0.5707900000000001,10.0,9.8,True,452,18.83,2.729
OPUSDT,2023-10-05 16:00:00+00:00,1.302,2023-10-24 12:00:00+00:00,1.4322000000000001,10.0,9.8,True,452,18.83,4.002
BNBUSDT,2023-10-05 16:00:00+00:00,211.2,2023-10-24 00:00:00+00:00,232.32,10.0,9.8,True,440,18.33,4.191
DOGEUSDT,2023-10-05 16:00:00+00:00,0.06084,2023-10-23 22:00:00+00:00,0.066924,10.0,9.8,True,438,18.25,3.348
SANDUSDT,2023-10-05 16:00:00+00:00,0.2937,2023-10-23 22:00:00+00:00,0.32307,10.0,9.8,True,438,18.25,5.24
AAVEUSDT,2023-10-06 01:00:00+00:00,67.31,2023-10-22 05:00:00+00:00,74.04100000000001,10.0,9.8,True,388,16.17,4.387
CHZUSDT,2023-10-06 13:00:00+00:00,0.0591,2023-10-23 22:00:00+00:00,0.06501,10.0,9.8,True,417,17.38,2.668
XLMUSDT,2023-10-06 14:00:00+00:00,0.111,2023-10-31 11:00:00+00:00,0.12210000000000001,10.0,9.8,True,597,24.88,3.403
OPUSDT,2023-10-06 16:00:00+00:00,1.314,2023-10-26 03:00:00+00:00,1.4454000000000002,10.0,9.8,True,467,19.46,2.775
CHZUSDT,2023-10-06 16:00:00+00:00,0.0597,2023-10-23 22:00:00+00:00,0.06567,10.0,9.8,True,414,17.25,3.096
OPUSDT,2023-10-07 09:00:00+00:00,1.304,2023-10-24 12:00:00+00:00,1.4344000000000001,10.0,9.8,True,411,17.12,2.641
AAVEUSDT,2023-10-07 14:00:00+00:00,67.46,2023-10-22 05:00:00+00:00,74.206,10.0,9.8,True,351,14.62,2.991
DOTUSDT,2023-10-08 04:00:00+00:00,4.069,2023-10-30 21:00:00+00:00,4.4759,10.0,9.8,True,545,22.71,2.58
ENJUSDT,2023-10-08 06:00:00+00:00,0.2214,2023-10-25 14:00:00+00:00,0.24354000000000003,10.0,9.8,True,416,17.33,3.227
BTCUSDT,2023-10-08 14:00:00+00:00,27910.75,2023-10-23 03:00:00+00:00,30701.825,10.0,9.8,True,349,14.54,2.547
ARBUSDT,2023-10-08 14:00:00+00:00,0.8514,2023-10-24 02:00:00+00:00,0.9365400000000002,10.0,9.8,True,372,15.5,3.516
AVAXUSDT,2023-10-08 14:00:00+00:00,10.09,2023-10-26 04:00:00+00:00,11.099,10.0,9.8,True,422,17.58,3.709
BNBUSDT,2023-10-08 14:00:00+00:00,211.7,2023-10-24 00:00:00+00:00,232.87,10.0,9.8,True,370,15.42,4.393
MANAUSDT,2023-10-08 14:00:00+00:00,0.2955,2023-10-23 23:00:00+00:00,0.32505,10.0,9.8,True,369,15.38,4.316
ETCUSDT,2023-10-08 15:00:00+00:00,15.51,2023-10-24 02:00:00+00:00,17.061,10.0,9.8,True,371,15.46,2.587
OPUSDT,2023-10-08 19:00:00+00:00,1.276,2023-10-24 02:00:00+00:00,1.4036000000000002,10.0,9.8,True,367,15.29,4.847
ATOMUSDT,2023-10-08 21:00:00+00:00,6.961,2023-10-30 19:00:00+00:00,7.657100000000001,10.0,9.8,True,526,21.92,4.812
APTUSDT,2023-10-09 01:00:00+00:00,5.1654,2023-10-21 13:00:00+00:00,5.681940000000001,10.0,9.8,True,300,12.5,3.632
XRPUSDT,2023-10-09 01:00:00+00:00,0.5159,2023-10-24 12:00:00+00:00,0.56749,10.0,9.8,True,371,15.46,3.324
XLMUSDT,2023-10-09 11:00:00+00:00,0.1057,2023-10-23 22:00:00+00:00,0.11627000000000001,10.0,9.8,True,347,14.46,4.586
AXSUSDT,2023-10-09 11:00:00+00:00,4.3,2023-10-23 23:00:00+00:00,4.73,10.0,9.8,True,348,14.5,4.702
APTUSDT,2023-10-09 11:00:00+00:00,5.006,2023-10-21 13:00:00+00:00,5.506600000000001,10.0,9.8,True,290,12.08,2.828
ADAUSDT,2023-10-09 11:00:00+00:00,0.2511,2023-10-23 22:00:00+00:00,0.27621,10.0,9.8,True,347,14.46,3.473
ETCUSDT,2023-10-09 11:00:00+00:00,14.99,2023-10-23 22:00:00+00:00,16.489,10.0,9.8,True,347,14.46,2.702
ARBUSDT,2023-10-09 12:00:00+00:00,0.8094,2023-10-24 00:00:00+00:00,0.8903400000000001,10.0,9.8,True,348,14.5,2.5
OPUSDT,2023-10-09 17:00:00+00:00,1.218,2023-10-23 22:00:00+00:00,1.3398,10.0,9.8,True,341,14.21,6.861
UNIUSDT,2023-10-09 18:00:00+00:00,4.136,2023-11-01 18:00:00+00:00,4.549600000000001,10.0,9.8,True,552,23.0,2.779
AAVEUSDT,2023-10-10 02:00:00+00:00,63.51,2023-10-20 10:00:00+00:00,69.861,10.0,9.8,True,248,10.33,4.065
BTCUSDT,2023-10-10 15:00:00+00:00,27440.68,2023-10-20 10:00:00+00:00,30184.748000000003,10.0,9.8,True,235,9.79,3.443
BTCUSDT,2023-10-11 03:00:00+00:00,27120.93,2023-10-16 13:00:00+00:00,29833.023,10.0,9.8,True,130,5.42,3.636
ETHUSDT,2023-10-11 03:00:00+00:00,1559.33,2023-10-23 20:00:00+00:00,1715.2630000000001,10.0,9.8,True,305,12.71,2.722
BCHUSDT,2023-10-11 03:00:00+00:00,210.6,2023-10-16 12:00:00+00:00,231.66000000000003,10.0,9.8,True,129,5.38,2.955
AXSUSDT,2023-10-11 10:00:00+00:00,4.22,2023-10-23 22:00:00+00:00,4.642,10.0,9.8,True,300,12.5,2.734
LTCUSDT,2023-10-11 16:00:00+00:00,61.5,2023-10-23 20:00:00+00:00,67.65,10.0,9.8,True,292,12.17,3.529
ARBUSDT,2023-10-11 17:00:00+00:00,0.8022,2023-10-23 22:00:00+00:00,0.8824200000000001,10.0,9.8,True,293,12.21,2.806
BTCUSDT,2023-10-11 17:00:00+00:00,26682.69,2023-10-16 13:00:00+00:00,29350.959000000003,10.0,9.8,True,116,4.83,2.66
SHIBUSDT,2023-10-11 17:00:00+00:00,6.73e-06,2023-10-23 22:00:00+00:00,7.403000000000001e-06,10.0,9.8,True,293,12.21,2.702
ENJUSDT,2023-10-11 18:00:00+00:00,0.2165,2023-10-24 09:00:00+00:00,0.23815000000000003,10.0,9.8,True,303,12.62,2.646
CHZUSDT,2023-10-12 08:00:00+00:00,0.05516,2023-10-21 12:00:00+00:00,0.06067600000000001,10.0,9.8,True,220,9.17,3.025
XRPUSDT,2023-10-12 10:00:00+00:00,0.4774,2023-10-20 00:00:00+00:00,0.52514,10.0,9.8,True,182,7.58,3.276
AVAXUSDT,2023-10-12 11:00:00+00:00,9.0,2023-10-22 05:00:00+00:00,9.9,10.0,9.8,True,234,9.75,6.045
CHZUSDT,2023-10-12 11:00:00+00:00,0.05416,2023-10-21 03:00:00+00:00,0.059576000000000004,10.0,9.8,True,208,8.67,5.625
XRPUSDT,2023-10-12 17:00:00+00:00,0.4815,2023-10-20 00:00:00+00:00,0.5296500000000001,10.0,9.8,True,175,7.29,3.001
CHZUSDT,2023-10-12 17:00:00+00:00,0.0541,2023-10-21 03:00:00+00:00,0.05951000000000001,10.0,9.8,True,202,8.42,3.335
ATOMUSDT,2023-10-12 19:00:00+00:00,6.551,2023-10-24 02:00:00+00:00,7.206100000000001,10.0,9.8,True,271,11.29,2.578
AAVEUSDT,2023-10-15 02:00:00+00:00,64.53,2023-10-22 00:00:00+00:00,70.983,10.0,9.8,True,166,6.92,2.765
SUIUSDT,2023-10-15 02:00:00+00:00,0.4106,2023-10-24 09:00:00+00:00,0.45166000000000006,10.0,9.8,True,223,9.29,6.276
ENJUSDT,2023-10-15 04:00:00+00:00,0.2122,2023-10-24 01:00:00+00:00,0.23342000000000002,10.0,9.8,True,213,8.88,2.749
DOTUSDT,2023-10-15 09:00:00+00:00,3.747,2023-10-23 15:00:00+00:00,4.121700000000001,10.0,9.8,True,198,8.25,5.814
LINKUSDT,2023-10-17 14:00:00+00:00,7.362,2023-10-21 11:00:00+00:00,8.0982,10.0,9.8,True,93,3.88,3.618
UNIUSDT,2023-10-17 14:00:00+00:00,3.921,2023-10-23 01:00:00+00:00,4.3131,10.0,9.8,True,131,5.46,3.909
XRPUSDT,2023-10-17 14:00:00+00:00,0.4891,2023-10-23 20:00:00+00:00,0.53801,10.0,9.8,True,150,6.25,2.8
LTCUSDT,2023-10-17 14:00:00+00:00,62.09,2023-10-23 22:00:00+00:00,68.299,10.0,9.8,True,152,6.33,3.336
AAVEUSDT,2023-10-17 14:00:00+00:00,62.06,2023-10-20 09:00:00+00:00,68.266,10.0,9.8,True,67,2.79,2.889
DOTUSDT,2023-10-17 14:00:00+00:00,3.684,2023-10-23 04:00:00+00:00,4.0524000000000004,10.0,9.8,True,134,5.58,5.375
XLMUSDT,2023-10-17 14:00:00+00:00,0.1044,2023-10-23 22:00:00+00:00,0.11484000000000001,10.0,9.8,True,152,6.33,3.588
SHIBUSDT,2023-10-17 15:00:00+00:00,6.9e-06,2023-10-24 00:00:00+00:00,7.590000000000001e-06,10.0,9.8,True,153,6.38,2.68
ETHUSDT,2023-10-17 15:00:00+00:00,1573.09,2023-10-23 22:00:00+00:00,1730.3990000000001,10.0,9.8,True,151,6.29,2.838
MANAUSDT,2023-10-17 15:00:00+00:00,0.2798,2023-10-23 01:00:00+00:00,0.30778,10.0,9.8,True,130,5.42,2.521
AXSUSDT,2023-10-17 16:00:00+00:00,4.26,2023-10-23 22:00:00+00:00,4.686,10.0,9.8,True,150,6.25,8.341
BNBUSDT,2023-10-17 16:00:00+00:00,212.0,2023-10-24 02:00:00+00:00,233.20000000000002,10.0,9.8,True,154,6.42,4.934
CHZUSDT,2023-10-18 02:00:00+00:00,0.05645,2023-10-22 14:00:00+00:00,0.062095000000000004,10.0,9.8,True,108,4.5,6.995
SOLUSDT,2023-10-18 21:00:00+00:00,23.72,2023-10-20 04:00:00+00:00,26.092000000000002,10.0,9.8,True,31,1.29,2.77
APTUSDT,2023-10-19 02:00:00+00:00,4.8904,2023-10-21 13:00:00+00:00,5.37944,10.0,9.8,True,59,2.46,12.149
ARBUSDT,2023-10-19 03:00:00+00:00,0.7725,2023-10-22 06:00:00+00:00,0.84975,10.0,9.8,True,75,3.12,2.758
ENJUSDT,2023-10-19 07:00:00+00:00,0.2077,2023-10-23 22:00:00+00:00,0.22847,10.0,9.8,True,111,4.62,3.945
SUIUSDT,2023-10-20 01:00:00+00:00,0.3695,2023-10-22 07:00:00+00:00,0.40645000000000003,10.0,9.8,True,54,2.25,2.505
LTCUSDT,2023-10-22 16:00:00+00:00,64.77,2023-10-24 02:00:00+00:00,71.247,10.0,9.8,True,34,1.42,3.858
XLMUSDT,2023-10-22 21:00:00+00:00,0.1093,2023-10-24 12:00:00+00:00,0.12023,10.0,9.8,True,39,1.62,10.574
BCHUSDT,2023-10-22 23:00:00+00:00,241.9,2023-10-24 00:00:00+00:00,266.09000000000003,10.0,9.8,True,25,1.04,2.519
BCHUSDT,2023-10-26 08:00:00+00:00,254.5,2023-12-25 07:00:00+00:00,232.2,-8.762,-8.962,False,1439,59.96,2.516
LINKUSDT,2023-10-29 09:00:00+00:00,11.151,2023-11-05 03:00:00+00:00,12.266100000000002,10.0,9.8,True,162,6.75,2.689
BCHUSDT,2023-10-30 10:00:00+00:00,246.2,2023-12-28 04:00:00+00:00,270.82,10.0,9.8,True,1410,58.75,2.555
ADAUSDT,2023-10-30 10:00:00+00:00,0.2978,2023-11-02 19:00:00+00:00,0.32758000000000004,10.0,9.8,True,81,3.38,3.25
XLMUSDT,2023-10-30 11:00:00+00:00,0.1167,2023-11-05 11:00:00+00:00,0.12837,10.0,9.8,True,144,6.0,2.515
AAVEUSDT,2023-10-31 03:00:00+00:00,83.4,2023-11-01 20:00:00+00:00,91.74000000000001,10.0,9.8,True,41,1.71,4.492
AAVEUSDT,2023-10-31 05:00:00+00:00,81.67,2023-11-01 18:00:00+00:00,89.837,10.0,9.8,True,37,1.54,2.743
XRPUSDT,2023-10-31 12:00:00+00:00,0.604,2023-11-06 00:00:00+00:00,0.6644,10.0,9.8,True,132,5.5,6.501
AXSUSDT,2023-10-31 15:00:00+00:00,5.5,2023-11-06 08:00:00+00:00,6.050000000000001,10.0,9.8,True,137,5.71,2.904
BCHUSDT,2023-10-31 17:00:00+00:00,245.4,2023-12-28 04:00:00+00:00,269.94000000000005,10.0,9.8,True,1379,57.46,3.704
AVAXUSDT,2023-10-31 17:00:00+00:00,11.35,2023-11-02 03:00:00+00:00,12.485000000000001,10.0,9.8,True,34,1.42,2.654
OPUSDT,2023-10-31 20:00:00+00:00,1.402,2023-11-05 03:00:00+00:00,1.5422,10.0,9.8,True,103,4.29,3.772
BCHUSDT,2023-11-01 14:00:00+00:00,240.1,2023-12-06 09:00:00+00:00,264.11,10.0,9.8,True,835,34.79,4.234
AXSUSDT,2023-11-01 14:00:00+00:00,5.26,2023-11-05 11:00:00+00:00,5.7860000000000005,10.0,9.8,True,93,3.88,2.569
UNIUSDT,2023-11-01 14:00:00+00:00,4.077,2023-11-01 18:00:00+00:00,4.4847,10.0,9.8,True,4,0.17,2.907
DOGEUSDT,2023-11-01 14:00:00+00:00,0.06696,2023-11-06 12:00:00+00:00,0.07365600000000001,10.0,9.8,True,118,4.92,2.613
OPUSDT,2023-11-01 14:00:00+00:00,1.365,2023-11-04 22:00:00+00:00,1.5015,10.0,9.8,True,80,3.33,3.266
LTCUSDT,2023-11-01 14:00:00+00:00,67.76,2023-11-06 21:00:00+00:00,74.53600000000002,10.0,9.8,True,127,5.29,4.161
FILUSDT,2023-11-01 14:00:00+00:00,3.761,2023-11-02 19:00:00+00:00,4.1371,10.0,9.8,True,29,1.21,4.515
SHIBUSDT,2023-11-01 14:00:00+00:00,7.67e-06,2023-11-06 16:00:00+00:00,8.437e-06,10.0,9.8,True,122,5.08,3.197
ETHUSDT,2023-11-01 14:00:00+00:00,1801.93,2023-11-09 14:00:00+00:00,1982.1230000000003,10.0,9.8,True,192,8.0,4.815
SUIUSDT,2023-11-01 14:00:00+00:00,0.4355,2023-11-02 04:00:00+00:00,0.47905000000000003,10.0,9.8,True,14,0.58,4.204
BNBUSDT,2023-11-01 14:00:00+00:00,224.4,2023-11-06 12:00:00+00:00,246.84000000000003,10.0,9.8,True,118,4.92,3.23
LINKUSDT,2023-11-01 14:00:00+00:00,10.93,2023-11-05 02:00:00+00:00,12.023000000000001,10.0,9.8,True,84,3.5,2.995
UNIUSDT,2023-11-01 17:00:00+00:00,4.271,2023-11-01 19:00:00+00:00,4.6981,10.0,9.8,True,2,0.08,7.976
SHIBUSDT,2023-11-01 19:00:00+00:00,7.81e-06,2023-11-09 04:00:00+00:00,8.591000000000001e-06,10.0,9.8,True,177,7.38,4.443
APTUSDT,2023-11-01 19:00:00+00:00,7.0594,2023-11-11 01:00:00+00:00,7.765340000000001,10.0,9.8,True,222,9.25,3.039
OPUSDT,2023-11-01 20:00:00+00:00,1.409,2023-11-05 11:00:00+00:00,1.5499,10.0,9.8,True,87,3.62,4.034
NEARUSDT,2023-11-02 14:00:00+00:00,1.479,2023-11-05 09:00:00+00:00,1.6269000000000002,10.0,9.8,True,67,2.79,2.715
ADAUSDT,2023-11-02 18:00:00+00:00,0.3155,2023-11-05 16:00:00+00:00,0.34705,10.0,9.8,True,70,2.92,2.896
ATOMUSDT,2023-11-02 18:00:00+00:00,7.811,2023-11-06 01:00:00+00:00,8.5921,10.0,9.8,True,79,3.29,6.798
FILUSDT,2023-11-02 20:00:00+00:00,4.041,2023-11-06 12:00:00+00:00,4.445100000000001,10.0,9.8,True,88,3.67,4.016
BCHUSDT,2023-11-03 02:00:00+00:00,235.3,2023-12-06 09:00:00+00:00,258.83000000000004,10.0,9.8,True,799,33.29,3.326
FILUSDT,2023-11-07 14:00:00+00:00,4.275,2023-11-11 14:00:00+00:00,4.702500000000001,10.0,9.8,True,96,4.0,2.511
OPUSDT,2023-11-07 15:00:00+00:00,1.509,2023-11-09 15:00:00+00:00,1.6599,10.0,9.8,True,48,2.0,3.169
ATOMUSDT,2023-11-07 16:00:00+00:00,8.297,2023-11-10 00:00:00+00:00,9.126700000000001,10.0,9.8,True,56,2.33,4.443
ARBUSDT,2023-11-07 16:00:00+00:00,1.0613,2023-11-09 22:00:00+00:00,1.16743,10.0,9.8,True,54,2.25,2.638
CHZUSDT,2023-11-07 19:00:00+00:00,0.07747,2023-11-11 17:00:00+00:00,0.085217,10.0,9.8,True,94,3.92,2.559
ETHUSDT,2023-11-07 19:00:00+00:00,1893.78,2023-11-09 21:00:00+00:00,2083.1580000000004,10.0,9.8,True,50,2.08,2.622
ADAUSDT,2023-11-07 19:00:00+00:00,0.352,2023-11-10 23:00:00+00:00,0.3872,10.0,9.8,True,76,3.17,2.709
AXSUSDT,2023-11-10 01:00:00+00:00,6.1,2023-11-17 05:00:00+00:00,6.71,10.0,9.8,True,172,7.17,6.788
MANAUSDT,2023-11-10 01:00:00+00:00,0.4275,2023-11-11 16:00:00+00:00,0.47025,10.0,9.8,True,39,1.62,2.926
SANDUSDT,2023-11-10 01:00:00+00:00,0.411,2023-11-11 17:00:00+00:00,0.4521,10.0,9.8,True,40,1.67,3.783
BNBUSDT,2023-11-11 15:00:00+00:00,252.8,2023-12-26 08:00:00+00:00,278.08000000000004,10.0,9.8,True,1073,44.71,2.534
LTCUSDT,2023-11-13 15:00:00+00:00,73.28,2024-01-12 14:00:00+00:00,76.3,4.121,3.921,False,1439,59.96,3.525
ADAUSDT,2023-11-13 15:00:00+00:00,0.3679,2023-11-16 08:00:00+00:00,0.40469000000000005,10.0,9.8,True,65,2.71,2.696
LTCUSDT,2023-11-14 14:00:00+00:00,71.93,2023-12-09 05:00:00+00:00,79.12300000000002,10.0,9.8,True,591,24.62,2.787
BCHUSDT,2023-11-16 17:00:00+00:00,237.0,2023-12-06 09:00:00+00:00,260.70000000000005,10.0,9.8,True,472,19.67,3.028
AAVEUSDT,2023-11-16 18:00:00+00:00,94.34,2023-12-02 19:00:00+00:00,103.77400000000002,10.0,9.8,True,385,16.04,9.567
NEARUSDT,2023-11-17 03:00:00+00:00,1.942,2023-11-20 08:00:00+00:00,2.1362,10.0,9.8,True,77,3.21,3.396
LTCUSDT,2023-11-17 06:00:00+00:00,70.18,2023-12-08 16:00:00+00:00,77.19800000000001,10.0,9.8,True,514,21.42,2.677
ARBUSDT,2023-11-17 11:00:00+00:00,1.0579,2023-12-07 16:00:00+00:00,1.1636900000000001,10.0,9.8,True,485,20.21,2.52
BTCUSDT,2023-11-17 18:00:00+00:00,36500.0,2023-12-03 22:00:00+00:00,40150.0,10.0,9.8,True,388,16.17,3.036
AVAXUSDT,2023-11-18 16:00:00+00:00,22.22,2023-12-05 22:00:00+00:00,24.442,10.0,9.8,True,414,17.25,2.637
ETHUSDT,2023-11-18 16:00:00+00:00,1952.8,2023-12-02 18:00:00+00:00,2148.08,10.0,9.8,True,338,14.08,2.515
ADAUSDT,2023-11-18 17:00:00+00:00,0.37,2023-12-04 02:00:00+00:00,0.40700000000000003,10.0,9.8,True,369,15.38,2.708
UNIUSDT,2023-11-18 17:00:00+00:00,5.072,2023-11-22 14:00:00+00:00,5.5792,10.0,9.8,True,93,3.88,4.48
SOLUSDT,2023-11-20 15:00:00+00:00,60.01,2023-12-06 08:00:00+00:00,66.01100000000001,10.0,9.8,True,377,15.71,2.699
BCHUSDT,2023-11-20 18:00:00+00:00,228.8,2023-12-04 01:00:00+00:00,251.68000000000004,10.0,9.8,True,319,13.29,2.963
SHIBUSDT,2023-11-20 18:00:00+00:00,8.64e-06,2023-12-04 07:00:00+00:00,9.504e-06,10.0,9.8,True,325,13.54,2.743
FILUSDT,2023-11-21 04:00:00+00:00,4.654,2023-12-08 11:00:00+00:00,5.119400000000001,10.0,9.8,True,415,17.29,2.573
UNIUSDT,2023-11-21 11:00:00+00:00,5.121,2023-11-22 15:00:00+00:00,5.633100000000001,10.0,9.8,True,28,1.17,2.721
SHIBUSDT,2023-11-21 16:00:00+00:00,8.25e-06,2023-12-03 19:00:00+00:00,9.075000000000002e-06,10.0,9.8,True,291,12.12,6.907
NEARUSDT,2023-11-21 16:00:00+00:00,1.921,2023-12-04 03:00:00+00:00,2.1131,10.0,9.8,True,299,12.46,3.878
FILUSDT,2023-11-21 16:00:00+00:00,4.513,2023-12-07 04:00:00+00:00,4.964300000000001,10.0,9.8,True,372,15.5,7.084
BTCUSDT,2023-11-21 16:00:00+00:00,36975.03,2023-12-04 01:00:00+00:00,40672.533,10.0,9.8,True,297,12.38,7.353
XLMUSDT,2023-11-21 17:00:00+00:00,0.1179,2023-12-08 11:00:00+00:00,0.12969000000000003,10.0,9.8,True,402,16.75,2.668
BTCUSDT,2023-11-21 18:00:00+00:00,36901.99,2023-12-04 01:00:00+00:00,40592.189,10.0,9.8,True,295,12.29,3.002
ETHUSDT,2023-11-21 18:00:00+00:00,1975.81,2023-12-02 19:00:00+00:00,2173.391,10.0,9.8,True,265,11.04,2.786
ENJUSDT,2023-11-21 20:00:00+00:00,0.26,2023-11-25 07:00:00+00:00,0.28600000000000003,10.0,9.8,True,83,3.46,3.467
ETCUSDT,2023-11-22 00:00:00+00:00,18.06,2023-12-03 00:00:00+00:00,19.866,10.0,9.8,True,264,11.0,2.632
MANAUSDT,2023-11-23 19:00:00+00:00,0.4001,2023-11-25 04:00:00+00:00,0.44011000000000006,10.0,9.8,True,33,1.38,3.119
SOLUSDT,2023-11-25 02:00:00+00:00,58.79,2023-12-03 00:00:00+00:00,64.66900000000001,10.0,9.8,True,190,7.92,2.673
UNIUSDT,2023-11-26 13:00:00+00:00,6.064,2023-12-09 01:00:00+00:00,6.670400000000001,10.0,9.8,True,300,12.5,2.994
ARBUSDT,2023-11-26 16:00:00+00:00,1.0295,2023-12-04 08:00:00+00:00,1.1324500000000002,10.0,9.8,True,184,7.67,2.772
LTCUSDT,2023-11-26 16:00:00+00:00,70.22,2023-12-08 16:00:00+00:00,77.242,10.0,9.8,True,288,12.0,2.841
UNIUSDT,2023-11-26 17:00:00+00:00,5.948,2023-11-28 03:00:00+00:00,6.542800000000001,10.0,9.8,True,34,1.42,3.505
AVAXUSDT,2023-11-26 21:00:00+00:00,21.31,2023-12-05 18:00:00+00:00,23.441,10.0,9.8,True,213,8.88,3.528
BCHUSDT,2023-11-27 13:00:00+00:00,224.1,2023-12-04 01:00:00+00:00,246.51000000000002,10.0,9.8,True,156,6.5,4.796
BCHUSDT,2023-11-27 18:00:00+00:00,222.3,2023-12-04 01:00:00+00:00,244.53000000000003,10.0,9.8,True,151,6.29,2.971
OPUSDT,2023-11-29 16:00:00+00:00,1.669,2023-12-04 08:00:00+00:00,1.8359,10.0,9.8,True,112,4.67,3.761
ETHUSDT,2023-11-30 05:00:00+00:00,2036.45,2023-12-04 05:00:00+00:00,2240.0950000000003,10.0,9.8,True,96,4.0,3.848
AXSUSDT,2023-11-30 14:00:00+00:00,6.38,2023-12-05 01:00:00+00:00,7.018000000000001,10.0,9.8,True,107,4.46,4.686
AVAXUSDT,2023-11-30 21:00:00+00:00,21.39,2023-12-05 18:00:00+00:00,23.529000000000003,10.0,9.8,True,117,4.88,3.419
BNBUSDT,2023-12-02 20:00:00+00:00,228.9,2023-12-12 02:00:00+00:00,251.79000000000002,10.0,9.8,True,222,9.25,3.689
SANDUSDT,2023-12-03 13:00:00+00:00,0.4229,2023-12-07 07:00:00+00:00,0.46519000000000005,10.0,9.8,True,90,3.75,3.394
