symbol,entry_time,entry_price,max_high,max_rise_pct,days_to_max,reached_5pct,reached_7pct,reached_10pct
SOLUSDT,2023-09-15 23:00:00+00:00,19.16,63.95,233.768,56.62,True,True,True
XRPUSDT,2023-09-17 06:00:00+00:00,0.4941,0.75,51.791,57.62,True,True,True
BTCUSDT,2023-09-18 03:00:00+00:00,26663.12,37980.0,42.444,58.83,True,True,True
ETHUSDT,2023-09-18 03:00:00+00:00,1629.54,2136.99,31.141,53.04,True,True,True
SOLUSDT,2023-09-18 03:00:00+00:00,19.1,68.2,257.068,59.12,True,True,True
BTCUSDT,2023-09-19 10:00:00+00:00,27288.95,37980.0,39.177,57.54,True,True,True
ETHUSDT,2023-09-19 10:00:00+00:00,1653.36,2136.99,29.251,51.75,True,True,True
ETHUSDT,2023-09-20 07:00:00+00:00,1633.82,2136.99,30.797,50.88,True,True,True
ETHUSDT,2023-09-20 10:00:00+00:00,1627.43,2136.99,31.311,50.75,True,True,True
BNBUSDT,2023-09-21 10:00:00+00:00,211.6,258.0,21.928,49.71,True,True,True
BNBUSDT,2023-09-25 01:00:00+00:00,208.4,271.9,30.47,57.58,True,True,True
SOLUSDT,2023-09-25 01:00:00+00:00,19.43,68.2,251.004,52.21,True,True,True
BTCUSDT,2023-09-25 01:00:00+00:00,26248.16,37980.0,44.696,51.92,True,True,True
ETHUSDT,2023-09-25 01:00:00+00:00,1579.63,2136.99,35.284,46.12,True,True,True
SOLUSDT,2023-09-26 22:00:00+00:00,19.0,68.2,258.947,50.33,True,True,True
ETHUSDT,2023-09-28 03:00:00+00:00,1606.39,2136.99,33.031,43.04,True,True,True
BNBUSDT,2023-10-05 14:00:00+00:00,212.7,271.9,27.833,47.04,True,True,True
ETHUSDT,2023-10-05 14:00:00+00:00,1642.68,2274.28,38.449,59.83,True,True,True
XRPUSDT,2023-10-05 16:00:00+00:00,0.5189,0.75,44.537,39.21,True,True,True
BNBUSDT,2023-10-05 16:00:00+00:00,211.2,271.9,28.741,46.96,True,True,True
BTCUSDT,2023-10-08 14:00:00+00:00,27910.75,44488.0,59.394,58.33,True,True,True
BNBUSDT,2023-10-08 14:00:00+00:00,211.7,271.9,28.436,44.04,True,True,True
XRPUSDT,2023-10-09 01:00:00+00:00,0.5159,0.75,45.377,35.83,True,True,True
BTCUSDT,2023-10-10 15:00:00+00:00,27440.68,44700.0,62.897,59.25,True,True,True
BTCUSDT,2023-10-11 03:00:00+00:00,27120.93,44700.0,64.817,58.75,True,True,True
ETHUSDT,2023-10-11 03:00:00+00:00,1559.33,2403.0,54.105,59.21,True,True,True
BTCUSDT,2023-10-11 17:00:00+00:00,26682.69,44700.0,67.524,58.17,True,True,True
XRPUSDT,2023-10-12 10:00:00+00:00,0.4774,0.75,57.101,32.46,True,True,True
XRPUSDT,2023-10-12 17:00:00+00:00,0.4815,0.75,55.763,32.17,True,True,True
XRPUSDT,2023-10-17 14:00:00+00:00,0.4891,0.75,53.343,27.29,True,True,True
ETHUSDT,2023-10-17 15:00:00+00:00,1573.09,2403.0,52.757,52.71,True,True,True
BNBUSDT,2023-10-17 16:00:00+00:00,212.0,271.9,28.255,34.96,True,True,True
SOLUSDT,2023-10-18 21:00:00+00:00,23.72,79.5,235.16,57.62,True,True,True
XRPUSDT,2023-10-31 12:00:00+00:00,0.604,0.75,24.172,13.38,True,True,True
BNBUSDT,2023-11-01 14:00:00+00:00,224.4,338.3,50.758,56.96,True,True,True
ETHUSDT,2023-11-01 14:00:00+00:00,1801.93,2445.8,35.732,56.46,True,True,True
ETHUSDT,2023-11-07 19:00:00+00:00,1893.78,2445.8,29.149,50.25,True,True,True
BNBUSDT,2023-11-11 15:00:00+00:00,252.8,338.3,33.821,46.92,True,True,True
BTCUSDT,2023-11-17 18:00:00+00:00,36500.0,48969.48,34.163,54.83,True,True,True
ETHUSDT,2023-11-18 16:00:00+00:00,1952.8,2717.32,39.15,54.96,True,True,True
SOLUSDT,2023-11-20 15:00:00+00:00,60.01,126.36,110.565,35.12,True,True,True
BTCUSDT,2023-11-21 16:00:00+00:00,36975.03,48969.48,32.439,50.92,True,True,True
BTCUSDT,2023-11-21 18:00:00+00:00,36901.99,48969.48,32.701,50.83,True,True,True
ETHUSDT,2023-11-21 18:00:00+00:00,1975.81,2717.32,37.529,51.88,True,True,True
SOLUSDT,2023-11-25 02:00:00+00:00,58.79,126.36,114.935,30.67,True,True,True
ETHUSDT,2023-11-30 05:00:00+00:00,2036.45,2717.32,33.434,43.42,True,True,True
BNBUSDT,2023-12-02 20:00:00+00:00,228.9,338.3,47.794,25.71,True,True,True
BNBUSDT,2023-12-05 18:00:00+00:00,232.8,338.3,45.318,22.79,True,True,True
BNBUSDT,2023-12-11 13:00:00+00:00,242.4,338.3,39.563,17.0,True,True,True
XRPUSDT,2023-12-17 11:00:00+00:00,0.6196,0.6584,6.262,10.71,True,False,False
BTCUSDT,2023-12-17 18:00:00+00:00,42091.38,52816.62,25.481,59.83,True,True,True
XRPUSDT,2023-12-18 09:00:00+00:00,0.6008,0.6584,9.587,9.79,True,True,False
XRPUSDT,2024-01-01 00:00:00+00:00,0.6155,0.6405,4.062,1.38,False,False,False
XRPUSDT,2024-01-03 14:00:00+00:00,0.5685,0.6501,14.354,58.92,True,True,True
XRPUSDT,2024-01-08 01:00:00+00:00,0.5777,0.6685,15.718,57.04,True,True,True
BTCUSDT,2024-01-08 07:00:00+00:00,43912.88,69000.0,57.129,57.33,True,True,True
SOLUSDT,2024-01-08 13:00:00+00:00,94.1,149.98,59.384,59.96,True,True,True
XRPUSDT,2024-01-09 19:00:00+00:00,0.5697,0.6685,17.342,55.29,True,True,True
ETHUSDT,2024-01-09 22:00:00+00:00,2317.65,3993.75,72.319,58.71,True,True,True
SOLUSDT,2024-01-12 16:00:00+00:00,95.33,155.0,62.593,59.46,True,True,True
BTCUSDT,2024-01-12 23:00:00+00:00,42509.99,73000.0,71.724,59.62,True,True,True
BTCUSDT,2024-01-14 22:00:00+00:00,42554.89,73777.0,73.369,59.38,True,True,True
BNBUSDT,2024-01-17 12:00:00+00:00,313.0,645.2,106.134,58.5,True,True,True
BTCUSDT,2024-01-17 15:00:00+00:00,42576.02,73777.0,73.283,56.67,True,True,True
SOLUSDT,2024-01-18 18:00:00+00:00,95.51,210.18,120.061,59.67,True,True,True
SOLUSDT,2024-01-19 18:00:00+00:00,91.41,210.18,129.931,58.67,True,True,True
BTCUSDT,2024-01-19 18:00:00+00:00,41239.57,73777.0,78.899,54.54,True,True,True
XRPUSDT,2024-01-22 01:00:00+00:00,0.5478,0.744,35.816,49.71,True,True,True
ETHUSDT,2024-01-22 06:00:00+00:00,2427.14,4093.92,68.673,49.75,True,True,True
BTCUSDT,2024-01-22 06:00:00+00:00,41138.47,73777.0,79.338,52.04,True,True,True
XRPUSDT,2024-01-22 09:00:00+00:00,0.5367,0.744,38.625,49.38,True,True,True
BTCUSDT,2024-01-22 11:00:00+00:00,40703.9,73777.0,81.253,51.83,True,True,True
XRPUSDT,2024-01-22 11:00:00+00:00,0.5295,0.744,40.51,49.29,True,True,True
SOLUSDT,2024-01-22 11:00:00+00:00,87.73,210.18,139.576,55.96,True,True,True
SOLUSDT,2024-01-22 16:00:00+00:00,87.29,210.18,140.784,55.75,True,True,True
SOLUSDT,2024-01-23 10:00:00+00:00,80.31,210.18,161.711,55.0,True,True,True
BTCUSDT,2024-01-23 10:00:00+00:00,38961.39,73777.0,89.359,50.88,True,True,True
XRPUSDT,2024-01-23 10:00:00+00:00,0.5072,0.744,46.688,48.33,True,True,True
SOLUSDT,2024-01-31 16:00:00+00:00,101.54,210.18,106.992,46.75,True,True,True
BNBUSDT,2024-01-31 16:00:00+00:00,304.7,645.2,111.749,44.33,True,True,True
BTCUSDT,2024-02-03 16:00:00+00:00,43119.06,73777.0,71.101,39.62,True,True,True
SOLUSDT,2024-02-03 16:00:00+00:00,98.0,210.18,114.469,43.75,True,True,True
SOLUSDT,2024-02-12 03:00:00+00:00,105.86,210.18,98.545,35.29,True,True,True
XRPUSDT,2024-02-12 03:00:00+00:00,0.5219,0.744,42.556,28.62,True,True,True
SOLUSDT,2024-02-12 16:00:00+00:00,108.87,210.18,93.056,34.75,True,True,True
XRPUSDT,2024-02-12 16:00:00+00:00,0.5278,0.744,40.962,28.08,True,True,True
ETHUSDT,2024-02-17 15:00:00+00:00,2739.99,4093.92,49.414,23.38,True,True,True
BNBUSDT,2024-02-19 01:00:00+00:00,352.1,645.2,83.243,25.96,True,True,True
SOLUSDT,2024-02-20 15:00:00+00:00,107.76,210.18,95.045,26.79,True,True,True
XRPUSDT,2024-02-23 17:00:00+00:00,0.5329,0.744,39.613,17.04,True,True,True
BNBUSDT,2024-02-25 12:00:00+00:00,384.0,645.2,68.021,19.5,True,True,True
BTCUSDT,2024-02-26 16:00:00+00:00,52842.33,73777.0,39.617,16.62,True,True,True
ETHUSDT,2024-02-26 16:00:00+00:00,3145.59,4093.92,30.148,14.33,True,True,True
ETHUSDT,2024-03-05 21:00:00+00:00,3387.81,4093.92,20.843,6.12,True,True,True
BNBUSDT,2024-03-05 21:00:00+00:00,379.1,645.2,70.193,10.12,True,True,True
XRPUSDT,2024-03-08 17:00:00+00:00,0.6171,0.744,20.564,3.04,True,True,True
XRPUSDT,2024-03-11 01:00:00+00:00,0.5978,0.744,24.456,0.71,True,True,True
ETHUSDT,2024-03-11 01:00:00+00:00,3827.59,4093.92,6.958,0.96,True,False,False
SOLUSDT,2024-03-11 01:00:00+00:00,140.28,210.18,49.829,7.38,True,True,True
BTCUSDT,2024-03-12 18:00:00+00:00,71092.55,73777.0,3.776,1.54,False,False,False
ETHUSDT,2024-03-12 18:00:00+00:00,3950.56,4083.0,3.352,0.58,False,False,False
ETHUSDT,2024-03-14 15:00:00+00:00,3887.21,3934.02,1.204,0.38,False,False,False
BTCUSDT,2024-03-14 17:00:00+00:00,71337.64,72797.99,2.047,24.79,False,False,False
BTCUSDT,2024-03-15 04:00:00+00:00,68224.01,72797.99,6.704,24.33,True,False,False
ETHUSDT,2024-03-15 04:00:00+00:00,3722.2,3806.62,2.268,0.62,False,False,False
XRPUSDT,2024-03-18 23:00:00+00:00,0.6331,0.6686,5.607,0.0,True,False,False
XRPUSDT,2024-03-27 14:00:00+00:00,0.6187,0.6455,4.332,2.0,False,False,False
BTCUSDT,2024-04-01 07:00:00+00:00,69614.96,72797.99,4.572,7.21,False,False,False
ETHUSDT,2024-04-01 07:00:00+00:00,3542.31,3977.0,12.271,56.33,True,True,True
XRPUSDT,2024-04-01 07:00:00+00:00,0.6132,0.6431,4.876,8.21,False,False,False
BNBUSDT,2024-04-01 07:00:00+00:00,586.9,634.5,8.11,10.92,True,True,False
XRPUSDT,2024-04-08 07:00:00+00:00,0.5968,0.6431,7.758,1.21,True,True,False
SOLUSDT,2024-04-08 08:00:00+00:00,180.15,188.89,4.852,42.67,False,False,False
BNBUSDT,2024-04-09 09:00:00+00:00,581.1,721.8,24.213,58.17,True,True,True
XRPUSDT,2024-04-09 13:00:00+00:00,0.6303,0.6335,0.508,0.0,False,False,False
BTCUSDT,2024-04-10 15:00:00+00:00,68703.04,71997.02,4.795,57.88,False,False,False
XRPUSDT,2024-04-12 20:00:00+00:00,0.5363,0.5715,6.563,10.0,True,False,False
ETHUSDT,2024-04-12 20:00:00+00:00,3206.17,3977.0,24.042,44.79,True,True,True
SOLUSDT,2024-04-13 19:00:00+00:00,143.55,188.89,31.585,37.21,True,True,True
XRPUSDT,2024-04-13 22:00:00+00:00,0.4609,0.5715,23.997,8.92,True,True,True
BTCUSDT,2024-04-13 22:00:00+00:00,62928.0,71997.02,14.412,54.58,True,True,True
ETHUSDT,2024-04-13 22:00:00+00:00,2950.61,3977.0,34.786,43.71,True,True,True
XRPUSDT,2024-04-17 15:00:00+00:00,0.4863,0.5715,17.52,5.21,True,True,True
BNBUSDT,2024-04-17 17:00:00+00:00,521.1,721.8,38.515,49.83,True,True,True
BTCUSDT,2024-04-17 17:00:00+00:00,60194.96,71997.02,19.606,50.79,True,True,True
ETHUSDT,2024-04-17 17:00:00+00:00,2951.21,3977.0,34.758,39.92,True,True,True
ETHUSDT,2024-04-19 03:00:00+00:00,2943.8,3977.0,35.097,38.5,True,True,True
XRPUSDT,2024-04-19 03:00:00+00:00,0.4782,0.5715,19.511,3.71,True,True,True
BTCUSDT,2024-04-23 15:00:00+00:00,66909.79,71997.02,7.603,44.88,True,True,False
ETHUSDT,2024-04-26 15:00:00+00:00,3125.9,3977.0,27.227,31.0,True,True,True
XRPUSDT,2024-04-29 07:00:00+00:00,0.5017,0.5703,13.674,7.42,True,True,True
BNBUSDT,2024-04-29 07:00:00+00:00,586.0,721.8,23.174,38.25,True,True,True
BTCUSDT,2024-04-29 14:00:00+00:00,62014.0,71997.02,16.098,38.92,True,True,True
ETHUSDT,2024-05-01 09:00:00+00:00,2862.59,3977.0,38.93,26.25,True,True,True
ETHUSDT,2024-05-01 19:00:00+00:00,2990.04,3977.0,33.008,25.83,True,True,True
BTCUSDT,2024-05-01 19:00:00+00:00,58913.98,71997.02,22.207,36.71,True,True,True
SOLUSDT,2024-05-05 06:00:00+00:00,144.48,188.89,30.738,15.75,True,True,True
ETHUSDT,2024-05-05 09:00:00+00:00,3155.79,3977.0,26.022,22.25,True,True,True
SOLUSDT,2024-05-08 07:00:00+00:00,147.62,188.89,27.957,12.71,True,True,True
XRPUSDT,2024-05-08 08:00:00+00:00,0.5209,0.5571,6.95,13.29,True,False,False
BNBUSDT,2024-05-10 17:00:00+00:00,586.6,721.8,23.048,26.83,True,True,True
ETHUSDT,2024-05-10 17:00:00+00:00,2921.71,3977.0,36.119,16.92,True,True,True
XRPUSDT,2024-05-13 02:00:00+00:00,0.4986,0.5571,11.733,8.54,True,True,True
XRPUSDT,2024-05-13 07:00:00+00:00,0.4979,0.5571,11.89,8.33,True,True,True
ETHUSDT,2024-05-13 08:00:00+00:00,2953.99,3977.0,34.631,14.29,True,True,True
SOLUSDT,2024-05-13 09:00:00+00:00,144.62,188.89,30.611,7.62,True,True,True
BTCUSDT,2024-05-14 13:00:00+00:00,61566.53,71997.02,16.942,23.96,True,True,True
ETHUSDT,2024-05-14 13:00:00+00:00,2894.6,3977.0,37.394,13.08,True,True,True
BTCUSDT,2024-05-14 15:00:00+00:00,61803.74,71997.02,16.493,23.88,True,True,True
ETHUSDT,2024-05-14 15:00:00+00:00,2894.29,3977.0,37.408,13.0,True,True,True
XRPUSDT,2024-05-15 08:00:00+00:00,0.4998,0.5661,13.265,59.46,True,True,True
XRPUSDT,2024-05-20 01:00:00+00:00,0.5103,0.6378,24.985,58.88,True,True,True
ETHUSDT,2024-05-22 15:00:00+00:00,3744.53,3977.0,6.208,5.0,True,False,False
XRPUSDT,2024-05-23 08:00:00+00:00,0.5291,0.6378,20.544,55.58,True,True,True
SOLUSDT,2024-05-23 21:00:00+00:00,172.2,185.17,7.532,59.08,True,True,False
BTCUSDT,2024-05-23 21:00:00+00:00,67802.89,71997.02,6.186,14.62,True,False,False
BNBUSDT,2024-05-23 21:00:00+00:00,594.6,721.8,21.393,13.67,True,True,True
BTCUSDT,2024-05-29 14:00:00+00:00,67879.99,71997.02,6.065,8.92,True,False,False
SOLUSDT,2024-05-30 08:00:00+00:00,164.99,193.98,17.571,59.88,True,True,True
XRPUSDT,2024-05-30 09:00:00+00:00,0.5177,0.6378,23.199,48.54,True,True,True
BNBUSDT,2024-05-30 09:00:00+00:00,591.7,721.8,21.987,7.17,True,True,True
BTCUSDT,2024-05-31 13:00:00+00:00,68643.59,71997.02,4.885,6.96,False,False,False
XRPUSDT,2024-06-02 19:00:00+00:00,0.5128,0.6586,28.432,58.29,True,True,True
XRPUSDT,2024-06-05 09:00:00+00:00,0.5292,0.6586,24.452,55.71,True,True,True
XRPUSDT,2024-06-06 08:00:00+00:00,0.5248,0.6586,25.495,54.75,True,True,True
SOLUSDT,2024-06-06 18:00:00+00:00,171.85,193.98,12.878,52.46,True,True,True
BNBUSDT,2024-06-09 03:00:00+00:00,674.3,684.8,1.557,0.42,False,False,False
BNBUSDT,2024-06-10 09:00:00+00:00,646.8,653.7,1.067,0.38,False,False,False
ETHUSDT,2024-06-10 16:00:00+00:00,3702.53,3705.68,0.085,0.0,False,False,False
SOLUSDT,2024-06-10 16:00:00+00:00,162.37,193.98,19.468,48.54,True,True,True
XRPUSDT,2024-06-11 16:00:00+00:00,0.4764,0.6586,38.245,49.42,True,True,True
SOLUSDT,2024-06-11 16:00:00+00:00,147.66,193.98,31.369,47.54,True,True,True
ETHUSDT,2024-06-13 16:00:00+00:00,3441.73,3653.79,6.161,3.25,True,False,False
ETHUSDT,2024-06-14 22:00:00+00:00,3504.21,3653.79,4.269,2.0,False,False,False
XRPUSDT,2024-06-17 03:00:00+00:00,0.4869,0.6586,35.264,43.96,True,True,True
ETHUSDT,2024-06-17 11:00:00+00:00,3519.19,3625.96,3.034,3.0,False,False,False
SOLUSDT,2024-06-17 17:00:00+00:00,143.3,193.98,35.366,41.5,True,True,True
BNBUSDT,2024-06-17 17:00:00+00:00,601.9,610.3,1.396,0.04,False,False,False
ETHUSDT,2024-06-17 17:00:00+00:00,3525.51,3625.96,2.849,2.75,False,False,False
BTCUSDT,2024-06-17 19:00:00+00:00,67101.48,70079.99,4.439,41.75,False,False,False
SOLUSDT,2024-06-18 03:00:00+00:00,134.75,193.98,43.955,41.08,True,True,True
ETHUSDT,2024-06-21 10:00:00+00:00,3514.49,3562.82,1.375,30.58,False,False,False
XRPUSDT,2024-06-21 10:00:00+00:00,0.487,0.6586,35.236,39.67,True,True,True
SOLUSDT,2024-06-23 21:00:00+00:00,130.55,193.98,48.587,35.33,True,True,True
XRPUSDT,2024-06-24 01:00:00+00:00,0.4789,0.6586,37.523,37.04,True,True,True
SOLUSDT,2024-06-24 02:00:00+00:00,127.69,193.98,51.915,35.12,True,True,True
BNBUSDT,2024-06-24 03:00:00+00:00,573.9,605.6,5.524,27.88,True,False,False
BNBUSDT,2024-06-24 06:00:00+00:00,565.7,605.6,7.053,27.75,True,True,False
XRPUSDT,2024-06-24 06:00:00+00:00,0.4701,0.6586,40.098,36.83,True,True,True
ETHUSDT,2024-06-24 06:00:00+00:00,3371.33,3562.82,5.68,27.75,True,False,False
XRPUSDT,2024-06-24 10:00:00+00:00,0.4749,0.6586,38.682,36.67,True,True,True
SOLUSDT,2024-06-24 10:00:00+00:00,126.15,193.98,53.769,34.79,True,True,True
BTCUSDT,2024-06-24 18:00:00+00:00,60244.89,70079.99,16.325,34.79,True,True,True
XRPUSDT,2024-06-26 11:00:00+00:00,0.4713,0.6586,39.741,34.62,True,True,True
ETHUSDT,2024-06-26 18:00:00+00:00,3372.06,3562.82,5.657,25.25,True,False,False
ETHUSDT,2024-06-26 20:00:00+00:00,3408.08,3562.82,4.54,25.17,False,False,False
SOLUSDT,2024-06-28 15:00:00+00:00,141.86,193.98,36.74,30.58,True,True,True
SOLUSDT,2024-06-30 03:00:00+00:00,138.93,193.98,39.624,29.08,True,True,True
BNBUSDT,2024-06-30 03:00:00+00:00,569.5,605.6,6.339,21.88,True,False,False
ETHUSDT,2024-06-30 08:00:00+00:00,3394.03,3562.82,4.973,21.67,False,False,False
BTCUSDT,2024-06-30 08:00:00+00:00,61528.01,70079.99,13.899,29.21,True,True,True
SOLUSDT,2024-06-30 08:00:00+00:00,140.65,193.98,37.917,28.88,True,True,True
BTCUSDT,2024-07-03 11:00:00+00:00,60384.0,70079.99,16.057,26.08,True,True,True
ETHUSDT,2024-07-04 03:00:00+00:00,3228.47,3562.82,10.356,17.88,True,True,True
BTCUSDT,2024-07-04 03:00:00+00:00,58972.13,70079.99,18.836,25.42,True,True,True
BNBUSDT,2024-07-04 03:00:00+00:00,538.8,605.6,12.398,17.88,True,True,True
BTCUSDT,2024-07-04 10:00:00+00:00,57748.01,70079.99,21.355,25.12,True,True,True
XRPUSDT,2024-07-04 11:00:00+00:00,0.4535,0.6586,45.226,26.62,True,True,True
ETHUSDT,2024-07-04 14:00:00+00:00,3126.4,3562.82,13.959,17.42,True,True,True
SOLUSDT,2024-07-04 14:00:00+00:00,133.21,193.98,45.62,24.62,True,True,True
SOLUSDT,2024-07-05 01:00:00+00:00,128.6,193.98,50.84,24.17,True,True,True
BNBUSDT,2024-07-05 01:00:00+00:00,515.0,605.6,17.592,16.96,True,True,True
ETHUSDT,2024-07-05 01:00:00+00:00,3105.33,3562.82,14.732,16.96,True,True,True
XRPUSDT,2024-07-05 04:00:00+00:00,0.3986,0.6586,65.228,25.92,True,True,True
SOLUSDT,2024-07-05 04:00:00+00:00,123.68,193.98,56.84,24.04,True,True,True
BNBUSDT,2024-07-05 05:00:00+00:00,470.3,605.6,28.769,16.79,True,True,True
ETHUSDT,2024-07-07 22:00:00+00:00,2959.71,3562.82,20.377,14.08,True,True,True
SOLUSDT,2024-07-08 02:00:00+00:00,129.72,193.98,49.537,21.12,True,True,True
BNBUSDT,2024-07-08 02:00:00+00:00,482.3,605.6,25.565,13.92,True,True,True
BNBUSDT,2024-07-08 05:00:00+00:00,504.3,605.6,20.087,13.79,True,True,True
XRPUSDT,2024-07-08 08:00:00+00:00,0.4228,0.6586,55.771,22.75,True,True,True
SOLUSDT,2024-07-08 09:00:00+00:00,140.54,193.98,38.025,20.83,True,True,True
BTCUSDT,2024-07-08 09:00:00+00:00,57791.99,70079.99,21.262,21.17,True,True,True
ETHUSDT,2024-07-08 09:00:00+00:00,3057.25,3562.82,16.537,13.62,True,True,True
BNBUSDT,2024-07-18 17:00:00+00:00,571.0,605.6,6.06,3.29,True,False,False
BNBUSDT,2024-07-29 18:00:00+00:00,576.7,616.0,6.815,56.04,True,False,False
BTCUSDT,2024-07-30 15:00:00+00:00,65810.01,66849.24,1.579,0.92,False,False,False
ETHUSDT,2024-08-02 16:00:00+00:00,3039.0,3048.59,0.316,0.0,False,False,False
BNBUSDT,2024-08-02 16:00:00+00:00,558.8,618.6,10.702,56.46,True,True,True
BTCUSDT,2024-08-02 16:00:00+00:00,63416.0,66498.0,4.86,55.92,False,False,False
XRPUSDT,2024-08-02 16:00:00+00:00,0.5617,0.6649,18.373,57.96,True,True,True
SOLUSDT,2024-08-02 16:00:00+00:00,156.76,163.7,4.427,6.29,False,False,False
SOLUSDT,2024-08-03 17:00:00+00:00,145.88,163.7,12.216,5.25,True,True,True
ETHUSDT,2024-08-03 19:00:00+00:00,2903.99,2935.46,1.084,0.29,False,False,False
XRPUSDT,2024-08-04 18:00:00+00:00,0.5245,0.6649,26.768,55.88,True,True,True
SOLUSDT,2024-08-04 18:00:00+00:00,135.01,163.7,21.25,4.21,True,True,True
ETHUSDT,2024-08-04 19:00:00+00:00,2729.77,2820.0,3.305,19.88,False,False,False
SOLUSDT,2024-08-05 02:00:00+00:00,131.08,163.7,24.886,3.88,True,True,True
BTCUSDT,2024-08-05 03:00:00+00:00,54697.98,66498.0,21.573,53.46,True,True,True
ETHUSDT,2024-08-05 03:00:00+00:00,2334.61,2820.0,20.791,19.54,True,True,True
SOLUSDT,2024-08-05 06:00:00+00:00,118.56,163.7,38.074,3.71,True,True,True
BTCUSDT,2024-08-05 06:00:00+00:00,52717.99,66498.0,26.139,53.33,True,True,True
ETHUSDT,2024-08-05 07:00:00+00:00,2268.2,2820.0,24.328,19.38,True,True,True
XRPUSDT,2024-08-05 07:00:00+00:00,0.456,0.6649,45.811,55.33,True,True,True
BNBUSDT,2024-08-05 07:00:00+00:00,422.8,618.6,46.31,53.83,True,True,True
XRPUSDT,2024-08-07 20:00:00+00:00,0.5334,0.6649,24.653,52.79,True,True,True
ETHUSDT,2024-08-09 15:00:00+00:00,2591.55,2820.0,8.815,15.04,True,True,False
BNBUSDT,2024-08-09 15:00:00+00:00,504.8,618.6,22.544,49.5,True,True,True
BTCUSDT,2024-08-12 08:00:00+00:00,58674.62,66498.0,13.333,46.25,True,True,True
BTCUSDT,2024-08-12 12:00:00+00:00,59851.71,66498.0,11.105,46.08,True,True,True
BTCUSDT,2024-08-14 16:00:00+00:00,59435.69,66498.0,11.882,43.92,True,True,True
ETHUSDT,2024-08-15 20:00:00+00:00,2549.59,2820.0,10.606,8.83,True,True,True
BTCUSDT,2024-08-19 02:00:00+00:00,58564.0,68424.0,16.836,58.38,True,True,True
BNBUSDT,2024-08-23 15:00:00+00:00,579.0,618.6,6.839,35.5,True,False,False
XRPUSDT,2024-08-26 11:00:00+00:00,0.5958,0.6649,11.598,34.17,True,True,True
BTCUSDT,2024-08-26 15:00:00+00:00,63500.6,69519.52,9.479,55.38,True,True,False
BNBUSDT,2024-08-26 22:00:00+00:00,548.4,618.6,12.801,32.21,True,True,True
XRPUSDT,2024-08-30 08:00:00+00:00,0.5644,0.6649,17.807,30.29,True,True,True
ETHUSDT,2024-08-30 17:00:00+00:00,2462.48,2769.48,12.467,51.29,True,True,True
SOLUSDT,2024-08-30 17:00:00+00:00,133.92,183.38,36.932,59.96,True,True,True
ETHUSDT,2024-08-30 19:00:00+00:00,2535.79,2769.48,9.216,51.21,True,True,False
SOLUSDT,2024-09-01 03:00:00+00:00,133.96,183.38,36.892,58.54,True,True,True
BNBUSDT,2024-09-01 15:00:00+00:00,516.8,618.6,19.698,26.5,True,True,True
ETHUSDT,2024-09-01 15:00:00+00:00,2455.63,2769.48,12.781,49.38,True,True,True
BTCUSDT,2024-09-01 15:00:00+00:00,57879.99,73620.12,27.194,58.17,True,True,True
XRPUSDT,2024-09-02 00:00:00+00:00,0.5471,0.6649,21.532,27.62,True,True,True
BNBUSDT,2024-09-02 08:00:00+00:00,503.1,618.6,22.958,25.79,True,True,True
BNBUSDT,2024-09-02 11:00:00+00:00,520.1,618.6,18.939,25.67,True,True,True
BTCUSDT,2024-09-04 15:00:00+00:00,57511.11,73620.12,28.01,55.17,True,True,True
BNBUSDT,2024-09-04 16:00:00+00:00,509.0,618.6,21.532,23.46,True,True,True
ETHUSDT,2024-09-05 15:00:00+00:00,2377.2,2769.48,16.502,45.38,True,True,True
BTCUSDT,2024-09-05 15:00:00+00:00,56558.0,73620.12,30.167,54.17,True,True,True
SOLUSDT,2024-09-06 20:00:00+00:00,125.14,183.38,46.54,52.83,True,True,True
ETHUSDT,2024-09-06 21:00:00+00:00,2169.96,2769.48,27.628,44.12,True,True,True
SOLUSDT,2024-09-09 17:00:00+00:00,132.66,205.0,54.53,59.75,True,True,True
ETHUSDT,2024-09-11 15:00:00+00:00,2309.72,3236.64,40.131,59.88,True,True,True
SOLUSDT,2024-09-13 16:00:00+00:00,136.58,225.21,64.892,59.71,True,True,True
SOLUSDT,2024-09-15 14:00:00+00:00,135.75,225.21,65.901,57.79,True,True,True
ETHUSDT,2024-09-15 18:00:00+00:00,2383.35,3442.5,44.44,57.62,True,True,True
XRPUSDT,2024-09-16 08:00:00+00:00,0.5721,0.8473,48.103,59.58,True,True,True
SOLUSDT,2024-09-18 16:00:00+00:00,127.66,242.33,89.825,59.67,True,True,True
XRPUSDT,2024-09-18 19:00:00+00:00,0.577,1.2698,120.069,58.83,True,True,True
SOLUSDT,2024-09-18 19:00:00+00:00,131.33,242.33,84.52,59.54,True,True,True
SOLUSDT,2024-09-22 23:00:00+00:00,145.47,259.8,78.594,59.83,True,True,True
ETHUSDT,2024-09-22 23:00:00+00:00,2589.93,3442.5,32.919,50.42,True,True,True
XRPUSDT,2024-09-22 23:00:00+00:00,0.5894,1.2698,115.439,54.67,True,True,True
XRPUSDT,2024-09-23 01:00:00+00:00,0.5872,1.2965,120.794,59.96,True,True,True
ETHUSDT,2024-09-23 01:00:00+00:00,2593.98,3442.5,32.711,50.33,True,True,True
BTCUSDT,2024-09-30 11:00:00+00:00,63645.98,99588.01,56.472,53.33,True,True,True
